pivot,derivation,similarity,category,affix
pito,gata,0.31459517683217353,N:N,-a
cuerno,recentralización,0.14257481098595626,ADJ:N,re-
lógica,pseudogén,0.37618689546032014,N:N,pseudo-
preciar,intravenoso,0.2374554604968876,ADJ:ADJ,intra-
mosquito,primariamente,0.26338253568706294,ADJ:ADV,-mente
Luxemburgo,mariposario,0.07775082223495211,N:N,-ario
puerto,pedregal,0.28765184899727236,N:N,-al
Corea,sumatorio,0.1499363539719598,N:N,-torio
tonal,estercolero,0.0075081493036077696,N:N,-ero
boya,pancita,0.114573483877911,N:N,-ita
sexual,desvelar,0.22785395239739803,V:V,des-
reversible,normativismo,0.27307127380367713,ADJ:N,-ismo
manta,agnosticismo,0.10919149804253259,ADJ:N,-ismo
Bolivia,sanmartinense,0.3713869906017727,N:ADJ,-ense
fino,afanosamente,0.18159434560748067,ADJ:ADV,-mente
rata,reclutador,0.15116272291829747,V:N,-dor
marina,burdamente,0.047469462318892486,ADJ:ADV,-mente
Irak,cegamiento,0.20623101059802518,V:N,-miento
burro,mediero,0.35757803630189433,N:N,-ero
portar,desbloquear,0.23718304117341138,V:V,des-
deplorar,aranés,0.1360353993408494,N:ADJ,-és
comprar,prudencial,0.19929180618496645,N:ADJ,-al
molécula,limpísimo,0.20824984959500537,ADJ:ADJ,-ísimo
alvéolo,ecosocialista,0.23023676722852104,ADJ:N,eco-
Tánger,aterrador,0.11070292760219091,V:ADJ,-dor
cultura,ideador,0.359651359197674,V:ADJ,-dor
trópico,epicóndilo,0.19370499492057702,N:N,epi-
armado,calar,0.20397709671703967,N:ADJ,-ar
octágono,macromolécula,0.330582662747293,N:ADJ,macro-
fétido,soldador,0.18857856348874802,V:N,-dor
watt,escenificación,0.08517615292627045,V:N,-ción
adición,furibundamente,0.18077409885439455,ADJ:ADJ,-mente
fin,dulcera,0.3253557469029642,ADJ:ADJ,-ero
semicírculo,cafeto,0.3270618728830297,N:N,-eto
estudiar,procuraduría,0.1507941763700511,N:N,-ía
colonia,permanentemente,0.243769537136853,N:ADV,-mente
bravo,prodigiosamente,0.38043570506213276,ADJ:ADV,-mente
ahora,traducibilidad,0.29536020656283446,ADJ:ADJ,-idad
dialecto,importador,0.19729915233316198,V:ADJ,-dor
usar,grasilla,0.31782141752363713,N:N,-illa
perico,biestable,0.08450893537305249,ADJ:N,bi-
sala,tendero,0.16843183577875276,V:N,-ero
ayer,antiesclavista,0.21724706935668325,N:ADJ,anti-
pecado,disculpar,0.372837205853664,V:V,dis-
zumbar,endiabladamente,0.5224863235458561,ADJ:ADV,-mente
zapato,politizar,0.21611221326318075,ADJ:V,-izar
zapato,exprovincia,0.15622620294479272,N:N,ex-
zigzag,desconcertante,0.25912090840682245,V:ADJ,-ante
zorro,tediosamente,0.27512788714442216,ADJ:ADV,-mente
zoología,negociazo,0.16309940903648634,N:N,-azo
vaca,rejón,0.32168136840900086,N:N,-ón
Yucatán,supercomputadora,0.10659929420388958,N:N,super-
muro,extraordinariamente,0.16472269428557718,ADJ:ADV,-mente
útil,giennense,0.19213288362937808,N:ADJ,-ense
útil,cromáticamente,0.2776121725594173,ADJ:ADV,-mente
utilizar,vehicular,0.2688400213246861,N:V,-ar
uso,pinzar,0.3340776280991309,N:V,-ar
mentir,monja,0.22455150343498687,N:N,-a
Urano,descoser,0.2053428441878432,V:V,des-
urbanizar,dinamarqués,0.07529689684664331,N:ADJ,-és
urgente,calculador,0.16438573253258348,V:N,-dor
Uganda,aguacatero,0.26179381471656926,N:ADJ,-ero
ulterior,muchacho,0.06726231873257005,ADJ:N,-acho
último,amigabilidad,0.2287257611046848,ADJ:N,-idad
mar,correctamente,0.13528799000261693,ADJ:ADV,-mente
unánime,vastedad,0.19625630138827588,ADJ:N,-edad
litografía,conceptualidad,0.3055142372150059,ADJ:N,-idad
Plutón,oligúrico,0.19617614182999144,N:ADJ,-ico
América,magnánimamente,0.2559447880099386,ADJ:ADV,-mente
California,bofetada,0.08538037061755355,N:N,-ada
cabo,ventralmente,0.05010627912686194,ADJ:ADV,-mente
proteína,durablemente,0.267977447996981,ADJ:ADV,-mente
posta,carreterita,0.34668485386087644,N:N,-ita
macho,sobrecoste,0.1833908909659917,N:ADJ,sobre-
bacteria,tapadera,0.11172079432992166,V:N,-era
vaca,cronometraje,0.0735593659048801,N:N,crono-
alzar,villista,0.2456059108821005,N:ADJ,-ista
civilizar,vacacional,0.1275877508730161,ADJ:ADJ,-al
reproducir,fachada,0.17531927205381892,N:N,-ada
cubrir,hipersensibilidad,0.07802685855569136,N:N,hiper-
caballo,pedantismo,0.3567312448203117,ADJ:N,-ismo
saber,tardísimo,0.42362586646884104,ADJ:ADJ,-ísimo
jabón,verborrágico,0.2944243603981753,N:ADJ,-ico
jadear,hechizar,0.4204844341878281,N:V,-ar
hala,supercrítica,0.17976011865861397,N:N,super-
Jamaica,privatización,0.11880396884405031,V:N,-ación
Jamaica,reabastecer,0.207205733333804,V:V,re-
jardín,planeador,0.21043106202604445,V:N,-dor
jarro,mamógrafo,0.08892615698925233,N:N,-grafo
jinete,íntimamente,0.146507809986121,ADJ:ADV,-mente
jocoso,gotera,0.2380602136713894,N:N,-era
jornal,morería,0.2631720135689213,ADJ:N,-ería
joroba,malinterpretación,0.32113617749551193,N:N,mal-
jovial,victoriano,0.3559781747256834,N:ADJ,-ano
joya,ostionera,0.3343519717107353,N:N,-era
joya,archiducado,0.30574942408179395,N:ADJ,-ado
Juan,osteogénesis,0.08311698945532409,N:N,osteo-
juerga,glucagonoma,0.24830092001966353,N:N,-oma
jugar,blanqueador,0.1749181720669324,V:N,-dor
jugar,desgarbo,0.3305469920147259,N:N,des-
jugo,vilmente,0.14205905519121675,ADJ:ADV,-mente
jugar,eferencia,0.22163518681077754,ADJ:N,-ia
juguete,recapitalizar,0.15743410058484408,V:V,re-
juguetón,comidilla,0.2825176745383984,N:N,-illa
juicio,asolador,0.26580416934274864,V:ADJ,-dor
junto,dragar,0.13281006971161957,N:V,-ar
justo,repasito,0.44948127705226604,N:N,-ito
justicia,geopolíticamente,0.23019808601909963,ADV:ADV,geo-
justificar,sónico,0.1849043717600738,N:ADJ,-ico
quebrantar,guardianía,0.3580582276306612,N:N,-ía
ñoño,ascetismo,0.32079587327793213,N:N,-ismo
quejar,volcamiento,0.13720793164804435,V:N,-miento
burla,serenísimo,0.3171119107434063,N:ADJ,-ísimo
quemar,nervadura,0.13313107787438772,N:N,-dura
quemar,orientalismo,0.13732080788279255,ADJ:N,-ismo
quemar,depreciación,0.1822789431008005,V:N,-ción
queso,garantía,0.20189803202626744,ADJ:N,-ía
Quijote,prefabricación,0.17003181508800314,N:N,pre-
social,expectación,0.22031227578712564,V:N,-ción
quirúrgico,distinguidor,0.28885871037260835,V:ADJ,-dor
ñoño,tesorito,0.5833369302437177,N:N,-ito
onda,migaja,0.20214364895497572,N:N,-aja
falta,farandulero,0.30420248515637804,N:ADJ,-ero
polar,siestita,0.1691316783431056,N:N,-ita
moro,rapeo,0.22154298335554412,V:N,-eo
bacterial,impulsivamente,0.2384475360786985,ADJ:ADV,-mente
secretario,michoacano,0.29060384500471137,N:ADJ,-ano
frente,espinal,0.09183793910605975,N:ADJ,-al
triste,preeminencia,0.16386887187629817,N:N,pre-
legal,reinaugurar,0.21016260454728997,V:V,re-
Perú,inmaculadamente,0.17678036269570663,ADJ:ADV,-mente
cérvix,portoncito,0.1866072385925478,N:N,-cito
península,mariconada,0.1780349591246453,N:N,-ada
inglés,hidroquinona,0.11974815187120624,N:N,hidro-
flor,kilonewton,0.37757003800724576,N:N,kilo-
recurso,zoospora,0.29181113689099636,N:N,zoo-
unir,antitranspirante,0.19752479187509397,N:N,anti-
unión,breñal,0.2443383131570379,N:N,-al
arteria,palmera,0.26263830090565043,N:N,-era
América,permisionario,0.25092413685197157,N:N,-ario
fijo,sandez,0.20113392788292506,ADJ:N,-ez
registro,avenimiento,0.19906750549428753,V:N,-miento
paso,caritativamente,0.2673151094652827,ADJ:ADV,-mente
genital,cerrito,0.13832947175560073,N:N,-ito
coloquio,incrementalmente,0.06101326210396074,ADJ:ADV,-mente
guerra,marrullero,0.24588984701383276,N:ADJ,-ero
amar,neohumanístico,0.38135458327503513,ADJ:ADJ,neo-
neutrino,subluxación,0.25004053923020075,N:ADJ,sub-
peritoneo,semisintético,0.46216782632690623,ADJ:ADJ,semi-
Felipe,ultrasofisticado,0.20262242569862643,ADJ:ADJ,ultra-
στάσις,legitimador,0.4407176111766411,V:ADJ,-dor
luchar,huesoso,0.24635573668705846,N:ADJ,-oso
territorio,humanización,0.14367447447717763,V:N,-ción
acerbo,carbonización,0.2225670614134787,V:N,-ción
tetrágono,malbaratar,0.2621207353620716,V:V,mal-
estrena,tachador,0.3047710250528737,V:ADJ,-dor
zodiaco,circularmente,0.3011561695647289,ADJ:ADV,-mente
paja,tirón,0.20099725708017946,V:N,-ón
labrar,minero,0.24421202990059032,N:N,-ero
permeable,perico,0.07761469944452437,N:N,-ico
torta,manguera,0.3640057227655349,N:N,-era
camisa,funebrero,0.32639530026803176,ADJ:N,-ero
tortilla,gritadera,0.37435488132753614,V:N,-dera
Finlandia,fuertemente,0.15785891881637792,ADJ:ADV,-mente
honor,olfatear,0.10368337454209997,N:V,-ear
clerical,simpáticamente,0.23055176999639704,ADJ:ADV,-mente
macho,carnavalear,0.3106487267173046,N:V,-ear
lateral,picovatio,0.3178077429115894,N:N,pico-
viral,patéticamente,0.14186948229092955,ADJ:ADV,-mente
virus,hispanista,0.06102344987607877,ADJ:N,-ista
brujo,quincenalmente,0.12528230370971527,ADJ:ADV,-mente
dispensable,antiatómico,0.4611212385143024,ADJ:ADJ,anti-
normal,superfluamente,0.45212899728805755,ADJ:ADV,-mente
agradar,sectorial,0.07368580370115796,N:ADJ,-al
base,amasador,0.3749350231693871,N:ADJ,-dor
ducto,apostólicamente,0.15123001086464538,ADJ:ADV,-mente
patriota,granulomatosis,0.09335623627940826,N:N,-osis
seguir,potencialización,0.30235346755684267,V:N,-ción
concentrar,neonazi,0.10450899878707676,ADJ:ADJ,neo-
nacional,cañuela,0.09896722958814541,N:N,-uelo
escuadra,gratuitamente,0.05823595552096594,ADJ:ADV,-mente
manifestar,modismo,0.2494152857714671,N:N,-ismo
viajar,tablestacado,0.32802714600846816,N:N,-ado
equipar,desideologizar,0.2900857393057672,V:V,des-
vender,alameda,0.1724816524336764,N:N,-eda
seguro,pudiente,0.28734501843120186,N:ADJ,-nte
acontecer,ilegal,0.06378174193065012,ADJ:ADJ,in-
invitar,inmunodeficiencia,0.12148382614833497,N:N,inmuno-
voz,cuyo,0.25700412833591946,N:N,-o
mayor,desarraigar,0.13890504951279536,V:V,des-
asistir,naturismo,0.19594258764358297,N:N,-ismo
católico,metamaterial,0.07125372062690805,ADJ:N,meta-
acción,botswanés,0.2828670283816852,N:ADJ,-és
partido,excongresista,0.2627527086418252,N:N,ex-
guerrilla,frenéticamente,0.20512164293365176,ADJ:ADJ,-mente
comercializar,teórico,0.10207356639736875,N:ADJ,-ico
traficante,subcoordinador,0.2492573497060383,ADJ:N,sub-
escaso,antiautoritario,0.3505944142021842,ADJ:ADJ,anti-
resistible,tostadora,0.2276501751099247,V:N,-dora
trámite,lotear,0.3282549422970249,N:V,-ear
catar,estrellar,0.17384165583562172,N:V,-ar
captura,coahuilense,0.21234997461524363,N:ADJ,-ense
exportar,subsección,0.1472332855450662,N:N,sub-
sueldo,sobrepique,0.30170951789336753,N:ADJ,sobre-
pelota,antiestrés,0.21915307462264155,N:ADJ,anti-
proceder,laberintitis,0.3087012368286539,N:N,-itis
visión,paritorio,0.27494954902178714,V:N,-torio
educar,lujosísimo,0.18381255218256132,ADJ:ADJ,-ísimo
urbano,extraterrenal,0.24058820580597384,ADJ:ADJ,extra-
periódico,amalgamación,0.16144820580519914,V:N,-ción
embajada,improductivo,0.11891305895117588,ADJ:ADJ,im-
detener,aldehuela,0.20994591609726077,N:ADJ,-uela
ropa,esquelita,0.34053013617646966,N:N,-ita
silla,demagógico,0.16606724868220168,N:ADJ,-ico
cabeza,humedecer,0.2689963161776383,ADJ:V,-ecer
caja,antifeminista,0.08871398634437644,N:ADJ,anti-
tocar,zoroastriano,0.15328582985764405,N:ADJ,-iano
comer,inciertamente,0.32914030207955136,ADJ:ADV,-mente
votar,calladamente,0.16487983981636167,V:ADV,-mente
viso,subordinadamente,0.3661318781370124,ADJ:ADV,-mente
maza,verboide,0.34377549879870717,N:N,-oide
café,terrón,0.3801046999655596,N:N,-ón
plato,microprocesador,0.22712123833693865,ADJ:N,micro-
percha,reverdecer,0.20540694830268635,V:V,re-
maleta,orientar,0.13902329636480248,N:V,-ar
paraguas,disciplinadamente,0.32468087930494516,ADJ:ADV,-mente
caballo,maestría,0.18897912587719157,ADJ:N,-ía
casa,atracador,0.2627815729130033,V:N,-dor
atacar,escasear,0.3421402463903732,ADJ:V,-ear
secretario,educativo,0.2686850209631395,V:ADJ,-ivo
paño,museográfico,0.19809561909772488,N:ADJ,-ico
candidato,sestear,0.2385380663516905,N:V,-ear
defensa,desalojamiento,0.2769775321655503,V:N,-miento
movilización,multidivisa,0.23332340716150024,N:ADJ,multi-
legal,ultraconservador,0.2534039838995721,ADJ:N,ultra-
agudo,antipiratería,0.06090306188798922,N:ADJ,anti-
ala,tesorero,0.14355047445534574,N:ADJ,-ero
alto,envaramiento,0.2526209797194028,V:N,-miento
oficial,sobreviraje,0.17681782543314173,N:N,sobre-
líder,vainilla,0.0655662124126567,N:N,-illa
masificar,lejanía,0.08245551213484381,ADJ:N,-ía
naturalizar,indiscutidamente,0.24103409621053862,ADJ:ADV,-mente
absoluto,hemocultivo,0.1940097611214876,N:ADJ,hemo-
central,fineza,0.005818458387195302,ADJ:N,-eza
comandar,animadísimo,0.22526679509496372,ADJ:ADJ,-ísimo
empeñar,quemadura,0.21022704146296112,V:N,-dura
aparecer,transfronterizo,0.0690317607133395,ADJ:ADJ,trans-
enriquecer,pasador,0.071996401001301,V:N,-dor
expreso,palmero,0.1382076713546906,N:N,-ero
seguir,auspiciador,0.27597409066343603,V:N,-dor
lengua,yibutiano,0.3277225164096518,N:ADJ,-ano
federar,ahijado,0.15261676745190156,V:N,-ado
ganar,jamoncillo,0.1650227457340976,N:N,-cillo
pobre,fashionista,0.2178022135078006,ADJ:ADJ,-ista
programa,rondalla,0.2646300346156978,N:N,-alla
vivir,mulita,0.21344451091565375,N:N,-ita
asesino,reincidir,0.3071727814037235,V:V,re-
cintura,obrita,0.2193706799811883,N:N,-ita
autor,exanalista,0.4285068065806028,N:N,ex-
plan,papiloma,0.1534724111668766,N:N,-oma
bombarda,bolígrafo,0.20521445434503527,N:N,-grafo
sentir,mesangial,0.15477251718969565,ADJ:ADJ,-al
acercar,forzamiento,0.14786853006008172,V:N,-miento
compaña,superministro,0.1770525656131341,N:N,super-
mucho,microrregión,0.12294769784454229,N:N,micro-
nudo,bloqueo,0.2816839163642354,V:N,-eo
penalizar,alpinístico,0.31910661095251935,N:ADJ,-ico
legislar,desfiladero,0.09979499903763522,V:N,-dero
creer,enterocolitis,0.09618068064978758,N:N,entero-
recomendar,goleador,0.07317464337857005,V:ADJ,-dor
legal,aleatorización,0.20266069772559414,V:ADJ,-ción
agrupar,semirrural,0.20446798169171443,ADJ:ADJ,semi-
intenso,inhabitado,0.2730670822719081,ADJ:ADJ,in-
oficina,azulado,0.030287823821327553,N:ADJ,-ado
presión,adornista,0.1718065027764034,N:N,-ista
pelo,fisgón,0.29481814463124145,V:ADJ,-ón
estera,asador,0.2814079870344517,V:N,-dor
alto,amarillamiento,0.24110403465296137,V:N,-miento
mujer,caracho,0.3734462375520513,N:N,-acho
afable,insinceridad,0.4247709383570235,ADJ:N,-idad
pago,retumbar,0.14855817468803023,V:V,re-
aguja,aficionar,0.3145729451821724,N:V,-ar
reportar,esferita,0.24793039894246838,N:N,-ita
documento,reconsagrar,0.41475465780390297,V:V,re-
causa,aliblanco,0.15121014644637,ADJ:ADJ,ali-
oscuro,autoabastecerse,0.15731303369360972,V:V,auto-
encadenar,autoenfoque,0.19872261165603566,N:N,auto-
particular,perdicita,0.3044889633377895,N:N,-ita
público,derrochador,0.30148895849333335,V:ADJ,-dor
deliberado,alternante,0.15836603438788643,V:ADJ,-ante
intencional,fatalista,0.30052858196967214,ADJ:ADJ,-ista
crecer,oncológico,0.20693612858714738,N:ADJ,-ico
desacelerar,cornamenta,0.13407977282899097,N:N,-menta
aislar,jícaro,0.23004638931693444,N:N,-o
reflejo,cachete,0.23878890573027867,N:N,-ete
selección,envidiable,0.22862469769577576,V:ADJ,-able
panda,previsualización,0.21352985648589629,V:N,-ción
Rodrigo,acusado,0.23765527809120957,V:ADJ,-ado
empleo,proveedor,0.2563248500437407,V:ADJ,-dor
ventaja,confortablemente,0.04630237485879818,ADJ:ADJ,-mente
analfabeto,sandwichera,0.1371613645856965,N:N,-era
especializar,exportación,0.1677742186451675,V:N,-ción
desdoblar,aserradero,0.16842044478771367,V:N,-dero
conexión,impulsividad,0.07709823763580415,ADJ:N,-idad
idea,crianza,0.21926916205951752,V:N,-anza
tirar,pesadilla,0.31284925232473093,ADJ:N,-illa
favor,bocinazo,0.34178069633695407,N:N,-azo
disculpa,alternancia,0.12610391507366936,V:ADJ,-ancia
millón,ensayístico,0.11275243189023931,N:ADJ,-ístico
imperial,microbiólogo,0.14050369993466605,N:N,micro-
subsidio,hemotórax,0.14873639426049678,N:N,hemo-
beneficio,tabaquero,0.3260134405310101,N:ADJ,-ero
botar,degolladero,0.3573724198819983,V:N,-dero
asbesto,rompimiento,0.19489510427648993,V:N,-miento
coño,favoritismo,0.07446987614945433,ADJ:N,-ismo
meninge,esquilón,0.3539135207516768,N:N,-ón
goma,restablecer,0.12942136654827896,V:V,re-
costal,antropomorfizar,0.20863822723449799,ADJ:V,-izar
solar,errorcito,0.2479731163995964,N:N,-cito
vagina,tejería,0.1655423590717201,N:N,-ía
provisión,pistoletazo,0.1300514742851795,N:N,-azo
tolerable,cinquillo,0.24905979191508365,N:N,-illo
audible,abuelito,0.13439077895677543,N:N,-ito
engaño,pizzería,0.23445358461222698,N:N,-ería
decepción,sobrefinanciación,0.16320903045938284,N:ADJ,sobre-
grave,taconear,0.2113416458062708,N:V,-ear
cansar,suboficial,0.13387492378439103,ADJ:N,sub-
actor,absorbencia,0.12710064170104185,V:N,-encia
gel,golpista,0.11858750706597698,N:ADJ,-ista
picar,suministrador,0.19010096554095934,V:ADJ,-dor
faro,mesero,0.1811376197786687,N:N,-ero
banda,escollera,0.12388600541526806,N:N,-era
pesado,catolicidad,0.06206621878906271,ADJ:N,-idad
vaina,descaecimiento,0.3089571964327219,V:N,-miento
deshidratar,contrabandear,0.3017073606962971,V:V,contra-
completo,hipoglucemia,0.16479686477861,N:N,hipo-
torear,cardón,0.18628515922875866,N:N,-ón
chapuz,avistamiento,0.23860177640870495,V:N,-miento
cubrir,adelgazamiento,0.2514484242489552,V:N,-miento
cubrir,deformador,0.29240750663630155,V:ADJ,-dor
afortunado,críticamente,0.15175107423398004,ADJ:ADV,-mente
llamar,Abelito,0.2888060244497993,N:N,-ito
cojón,platónico,0.19082914429538,N:ADJ,-ico
amigo,tozudez,0.3292358213567649,ADJ:N,-ez
congelar,nostálgico,0.10333339899239213,N:ADJ,-ico
manteca,multar,0.11263232135457724,N:V,-ar
radio,rejo,0.19734841339629727,N:N,-o
color,acoplador,0.2944984630551508,V:ADJ,-dor
humo,embotar,0.3179638388412951,ADJ:V,em-
vacuna,cosmológico,0.1213958309822174,N:ADJ,-ico
vago,adenocarcinoma,0.3117938610117843,N:N,adeno-
vago,jardinillo,0.3326832352322582,N:N,-illo
valer,cajita,0.10316577424628981,N:N,-ita
valiente,espantosamente,0.39509281190550216,ADJ:ADV,-mente
título,inequívocamente,0.15587846458567578,ADJ:ADV,-mente
cruz,gorrón,0.19904573499998812,ADV:ADJ,-ón
vano,santón,0.2879310466253451,ADJ:N,-ón
vándalo,posterosuperior,0.14461835890364094,ADJ:ADJ,postero-
vano,caedizo,0.24228245316711072,ADJ:ADJ,-izo
vaporizar,fondista,0.14591160917947155,N:N,-ista
vara,rectorado,0.09327346517595869,ADJ:N,-ado
varón,semirretiro,0.32137932132965297,N:ADJ,semi-
veleidad,extorsionador,0.21169598727039873,V:N,-ista
vela,dimerizar,0.24000082520391752,N:V,-izar
apretar,hiperciclo,0.37256031028300507,N:ADJ,hiper-
lleno,soportable,0.25611738846098764,V:ADJ,-able
lluvia,gastable,0.21743998228743344,V:ADJ,-able
nítido,catalogar,0.19080960309368922,N:V,-ar
nombrar,cestería,0.03458297104517927,N:N,-ería
osado,inexcusablemente,0.23691283217538772,ADJ:ADV,-mente
cigarro,cómodamente,0.18797768535681647,ADJ:ADV,-mente
habitar,sismogénico,0.09668760576701718,N:ADJ,-génico
vanguardia,pajarete,0.19699844267806932,N:N,-ete
organizar,gozar,0.29365693658365477,N:V,-ar
querer,enfermera,0.2462894338348195,ADJ:N,-era
ramo,aficionarse,0.2218474093161531,V:V,-se
salto,yerbita,0.22256081136289685,N:ADJ,-ita
armero,mecedora,0.25367766660221847,V:N,-dora
ave,arrebatado,0.11476866161147337,V:ADJ,-ado
monumento,antiamericanismo,0.19580465987041817,ADJ:N,-ismo
manual,duplicación,0.16114142985159785,V:N,-ción
pentágono,barriguita,0.19973748634554322,N:N,-ita
hierro,cachiporra,0.2825071302302039,N:N,cachi-
nuevo,impuntualidad,0.23148111824654327,N:N,in-
monje,astronómicamente,0.12958812816172505,ADJ:ADV,-mente
importar,balísticamente,0.33262887433927324,ADJ:ADV,-mente
broma,expresidiario,0.3747677248762492,N:N,ex-
folclore,murallón,0.1923320314991579,N:N,-ón
picar,beniano,0.3328989122161323,N:ADJ,-ano
picar,afilador,0.43350621204433537,V:N,-dor
vascular,comediante,0.11110387911264996,N:N,-ante
mal,quesillo,0.23413426878994792,N:N,-illo
tener,amurada,0.36728230343782,V:N,-ada
guerra,soltar,0.23220665074286884,ADJ:V,-ar
endocardio,semieje,0.27919848889271004,N:N,semi-
mayor,etológico,0.2263913672250093,N:ADJ,-ico
empacar,sobreactuar,0.3160580236072845,V:V,sobre-
Albania,escalonar,0.22881665290327147,N:V,-ar
peso,basalmente,0.21967791948634463,ADJ:ADV,-mente
intestino,pronosticador,0.1420895230065553,V:ADJ,-dor
bomba,utilitario,0.20860181015231638,N:ADJ,-ario
monte,serreta,0.30306042571734493,N:N,-eta
Sem,pedorreta,0.19521550890960182,ADJ:N,-eta
alterar,amperímetro,0.30525682307479984,N:N,-metro
palabra,piadoso,0.2642361035484304,N:ADJ,-oso
buzo,alcalosis,0.2581079174875611,N:N,-osis
moro,informalismo,0.1489818539465787,ADJ:N,-ismo
lateral,alborotado,0.21200193726634275,V:ADJ,-ado
amor,desajustar,0.28452942482947496,V:V,des-
revista,alambicamiento,0.2594281263405944,V:N,-miento
rastro,baldazo,0.33918988928071747,N:N,-azo
normal,reforma,0.19977445759339807,V:N,-a
abeja,famosísimo,0.18781230520170467,ADJ:ADJ,-ísimo
adiestrar,supertribu,0.23680103513770545,N:N,super-
apagar,vitamínico,0.09928466529461133,V:ADJ,-ico
alzar,bochinchero,0.45490518873481234,N:ADJ,-ero
azote,similarmente,0.20394326669824314,ADJ:ADV,-mente
arena,autotrasplante,0.18587277694681237,N:N,auto-
cloro,aparcamiento,0.21615200512869837,V:ADJ,-miento
bromo,calderero,0.14306518935768053,N:N,-ero
arsénico,obsequiosidad,0.18382433741555748,ADJ:N,-idad
dimensional,muchachada,0.017483322206071183,N:N,-ada
bús,pausadamente,0.31249192132312287,ADJ:ADV,-mente
deísmo,amperímetro,0.1630784468002363,N:ADJ,-metro
teísta,microcoche,0.12469629472874022,N:N,micro-
visual,algarrobina,0.18158096233709453,N:N,-ina
venir,brincar,0.4138374839291845,N:V,-ar
granada,pautar,0.09725959676116536,N:V,-ar
alegre,generalísimo,0.2654270452998423,ADJ:N,-ísimo
asexual,descolonizar,0.15105647472053696,V:V,des-
brinco,anteado,0.24833818350072345,N:ADJ,-ado
mora,craneotomía,0.10828542958755738,N:N,-tomía
observar,suplementario,0.12272733698605975,N:ADJ,-ario
natal,mantón,0.18697916909804857,N:N,-ón
charlar,congolés,0.0973886012918902,N:ADJ,-és
gigante,requerimiento,0.20616353078769645,V:N,-miento
