pivot,inflection,similarity,category
bronić,będzie broniła,0.52191347,V;FUT;3;SG;FEM
bronić,będzie broniło,0.51094335,V;FUT;3;SG;NEUT
bronić,będzie bronił,0.64037913,V;FUT;3;SG;MASC
bronić,będziecie bronili,0.55452883,V;FUT;2;PL;MASC;HUM
bronić,będziecie broniły,0.53834176,V;FUT;2;PL
bronić,będziemy bronili,0.5404572,V;FUT;1;PL;MASC;HUM
bronić,będziemy broniły,0.54437375,V;FUT;1;PL
bronić,będziesz broniła,0.4797684,V;FUT;2;SG;FEM
bronić,będziesz bronił,0.5292081,V;FUT;2;SG;MASC
bronić,bronią,0.78264177,V;PRS;3;PL
bronić,bronicie,0.5989924,V;PRS;2;PL
bronić,bronię,0.58319914,V;PRS;1;SG
bronić,broniłam,0.6165693,V;PST;1;SG;FEM
bronić,broniłaś,0.4816454,V;PST;2;SG;FEM
bronić,broniła,0.68468153,V;PST;3;SG;FEM
bronić,broniłem,0.6531687,V;PST;1;SG;MASC
bronić,broniłeś,0.58727765,V;PST;2;SG;MASC
bronić,broniliście,0.61456317,V;PST;2;PL;MASC;HUM
bronić,broniliśmy,0.5958166,V;PST;1;PL;MASC;HUM
bronić,bronili,0.6712258,V;PST;3;PL;MASC;HUM
bronić,broniło,0.6836991,V;PST;3;SG;NEUT
bronić,bronił,0.93025637,V;PST;3;SG;MASC
bronić,broniłyście,0.5568263,V;PST;2;PL
bronić,broniłyśmy,0.5352398,V;PST;1;PL
bronić,broniły,0.6991474,V;PST;3;PL
bronić,bronimy,0.62027836,V;PRS;1;PL
bronić,bronisz,0.567964,V;PRS;2;SG
bronić,broni,0.7943305,V;PRS;3;SG
budzić,będą budzili,0.6287216,V;FUT;3;PL;MASC;HUM
budzić,będą budziły,0.61000097,V;FUT;3;PL
budzić,będę budziła,0.6436864,V;FUT;1;SG;FEM
budzić,będę budził,0.64667386,V;FUT;1;SG;MASC
budzić,będzie budziła,0.632108,V;FUT;3;SG;FEM
budzić,będzie budziło,0.5957351,V;FUT;3;SG;NEUT
budzić,będzie budził,0.6143821,V;FUT;3;SG;MASC
budzić,będziecie budzili,0.66640306,V;FUT;2;PL;MASC;HUM
budzić,będziecie budziły,0.6869461,V;FUT;2;PL
budzić,będziemy budzili,0.6352665,V;FUT;1;PL;MASC;HUM
budzić,będziemy budziły,0.64560914,V;FUT;1;PL
budzić,będziesz budziła,0.6053443,V;FUT;2;SG;FEM
budzić,będziesz budził,0.6021331,V;FUT;2;SG;MASC
budzić,budzą,0.9321893,V;PRS;3;PL
budzić,budzę,0.59838396,V;PRS;1;SG
budzić,budzicie,0.7751527,V;PRS;2;PL
budzić,budziłam,0.73816216,V;PST;1;SG;FEM
budzić,budziłaś,0.69941926,V;PST;2;SG;FEM
budzić,budziła,0.76126724,V;PST;3;SG;FEM
budzić,budziłem,0.7824092,V;PST;1;SG;MASC
budzić,budziłeś,0.7082827,V;PST;2;SG;MASC
budzić,budziliście,0.79626584,V;PST;2;PL;MASC;HUM
budzić,budziliśmy,0.7648125,V;PST;1;PL;MASC;HUM
budzić,budzili,0.7639657,V;PST;3;PL;MASC;HUM
budzić,budziło,0.7384076,V;PST;3;SG;NEUT
budzić,budził,0.7544037,V;PST;3;SG;MASC
budzić,budziłyście,0.75670767,V;PST;2;PL
budzić,budziłyśmy,0.75442755,V;PST;1;PL
budzić,budziły,0.75377023,V;PST;3;PL
budzić,budzimy,0.75492954,V;PRS;1;PL
budzić,budzisz,0.6955321,V;PRS;2;SG
budzić,budzi,0.91675955,V;PRS;3;SG
bywać,będą bywali,0.7609445,V;FUT;3;PL;MASC;HUM
bywać,będą bywały,0.76737964,V;FUT;3;PL
bywać,będę bywała,0.74861455,V;FUT;1;SG;FEM
bywać,będę bywał,0.75336176,V;FUT;1;SG;MASC
bywać,będzie bywała,0.7560417,V;FUT;3;SG;FEM
bywać,będzie bywało,0.7154097,V;FUT;3;SG;NEUT
bywać,będzie bywał,0.75216526,V;FUT;3;SG;MASC
bywać,będziecie bywali,0.7600331,V;FUT;2;PL;MASC;HUM
bywać,będziecie bywały,0.764721,V;FUT;2;PL
bywać,będziemy bywali,0.7609285,V;FUT;1;PL;MASC;HUM
bywać,będziemy bywały,0.76822776,V;FUT;1;PL
bywać,będziesz bywała,0.71540445,V;FUT;2;SG;FEM
bywać,będziesz bywał,0.72363865,V;FUT;2;SG;MASC
bywać,bywacie,0.7576651,V;PRS;2;PL
bywać,bywają,0.67317504,V;PRS;3;PL
bywać,bywałam,0.74539894,V;PST;1;SG;FEM
bywać,bywałaś,0.70034534,V;PST;2;SG;FEM
bywać,bywała,0.795494,V;PST;3;SG;FEM
bywać,bywałem,0.76423967,V;PST;1;SG;MASC
bywać,bywałeś,0.7146161,V;PST;2;SG;MASC
bywać,bywaliście,0.72295946,V;PST;2;PL;MASC;HUM
bywać,bywaliśmy,0.73477536,V;PST;1;PL;MASC;HUM
bywać,bywali,0.79747754,V;PST;3;PL;MASC;HUM
bywać,bywało,0.76383334,V;PST;3;SG;NEUT
bywać,bywał,0.791563,V;PST;3;SG;MASC
bywać,bywałyście,0.7022585,V;PST;2;PL
bywać,bywałyśmy,0.7024406,V;PST;1;PL
bywać,bywały,0.7844153,V;PST;3;PL
bywać,bywam,0.7975665,V;PRS;1;SG
bywać,bywamy,0.774028,V;PRS;1;PL
bywać,bywasz,0.7397192,V;PRS;2;SG
bywać,bywa,0.7348174,V;PRS;3;SG
całować,będą całowali,0.6111805,V;FUT;3;PL;MASC;HUM
całować,będą całowały,0.57734,V;FUT;3;PL
całować,będę całowała,0.5872377,V;FUT;1;SG;FEM
całować,będę całował,0.59258795,V;FUT;1;SG;MASC
całować,będzie całowała,0.58366096,V;FUT;3;SG;FEM
całować,będzie całowało,0.57198846,V;FUT;3;SG;NEUT
całować,będzie całował,0.58030885,V;FUT;3;SG;MASC
całować,będziecie całowali,0.6371983,V;FUT;2;PL;MASC;HUM
całować,będziecie całowały,0.63780093,V;FUT;2;PL
całować,będziemy całowali,0.61930764,V;FUT;1;PL;MASC;HUM
całować,będziemy całowały,0.6133699,V;FUT;1;PL
całować,będziesz całowała,0.5796422,V;FUT;2;SG;FEM
całować,będziesz całował,0.5824555,V;FUT;2;SG;MASC
całować,całowałam,0.679989,V;PST;1;SG;FEM
całować,całowałaś,0.6232864,V;PST;2;SG;FEM
całować,całowała,0.64689326,V;PST;3;SG;FEM
całować,całowałem,0.6845475,V;PST;1;SG;MASC
całować,całowałeś,0.6468641,V;PST;2;SG;MASC
całować,całowaliście,0.67005897,V;PST;2;PL;MASC;HUM
całować,całowaliśmy,0.6264269,V;PST;1;PL;MASC;HUM
całować,całowali,0.70542747,V;PST;3;PL;MASC;HUM
całować,całowało,0.69323736,V;PST;3;SG;NEUT
całować,całował,0.67643374,V;PST;3;SG;MASC
całować,całowałyście,0.6065966,V;PST;2;PL
całować,całowałyśmy,0.5930073,V;PST;1;PL
całować,całowały,0.67803276,V;PST;3;PL
całować,całują,0.72079057,V;PRS;3;PL
całować,całujecie,0.728597,V;PRS;2;PL
całować,całujemy,0.7144729,V;PRS;1;PL
całować,całujesz,0.6925669,V;PRS;2;SG
całować,całuję,0.7409759,V;PRS;1;SG
całować,całuje,0.70447934,V;PRS;3;SG
cenić,będą cenili,0.7725404,V;FUT;3;PL;MASC;HUM
cenić,będą ceniły,0.76436657,V;FUT;3;PL
cenić,będę ceniła,0.7765497,V;FUT;1;SG;FEM
cenić,będę cenił,0.7967043,V;FUT;1;SG;MASC
cenić,będzie ceniła,0.7706351,V;FUT;3;SG;FEM
cenić,będzie ceniło,0.759079,V;FUT;3;SG;NEUT
cenić,będzie cenił,0.7912471,V;FUT;3;SG;MASC
cenić,będziecie cenili,0.79206455,V;FUT;2;PL;MASC;HUM
cenić,będziecie ceniły,0.7981346,V;FUT;2;PL
cenić,będziemy cenili,0.7771393,V;FUT;1;PL;MASC;HUM
cenić,będziemy ceniły,0.78788984,V;FUT;1;PL
cenić,będziesz ceniła,0.750337,V;FUT;2;SG;FEM
cenić,będziesz cenił,0.7706933,V;FUT;2;SG;MASC
cenić,cenią,0.66951734,V;PRS;3;PL
cenić,cenicie,0.85625803,V;PRS;2;PL
cenić,cenię,0.86280787,V;PRS;1;SG
cenić,ceniłam,0.80305594,V;PST;1;SG;FEM
cenić,ceniłaś,0.777629,V;PST;2;SG;FEM
cenić,ceniła,0.87954885,V;PST;3;SG;FEM
cenić,ceniłem,0.8692657,V;PST;1;SG;MASC
cenić,ceniłeś,0.80348784,V;PST;2;SG;MASC
cenić,ceniliście,0.81162024,V;PST;2;PL;MASC;HUM
cenić,ceniliśmy,0.82168317,V;PST;1;PL;MASC;HUM
cenić,cenili,0.8893311,V;PST;3;PL;MASC;HUM
cenić,ceniło,0.873281,V;PST;3;SG;NEUT
cenić,cenił,0.8920469,V;PST;3;SG;MASC
cenić,ceniłyście,0.76256883,V;PST;2;PL
cenić,ceniłyśmy,0.7639785,V;PST;1;PL
cenić,ceniły,0.83426195,V;PST;3;PL
cenić,cenimy,0.87896234,V;PRS;1;PL
cenić,cenisz,0.8608546,V;PRS;2;SG
cenić,ceni,0.83569074,V;PRS;3;SG
chcieć,będą chciały,0.6001556,V;FUT;3;PL
chcieć,będą chcieli,0.61145794,V;FUT;3;PL;MASC;HUM
chcieć,będę chciała,0.5906036,V;FUT;1;SG;FEM
chcieć,będę chciał,0.6218831,V;FUT;1;SG;MASC
chcieć,będzie chciała,0.58252376,V;FUT;3;SG;FEM
chcieć,będzie chciało,0.5973857,V;FUT;3;SG;NEUT
chcieć,będzie chciał,0.59415853,V;FUT;3;SG;MASC
chcieć,będziecie chciały,0.61910594,V;FUT;2;PL
chcieć,będziecie chcieli,0.6593705,V;FUT;2;PL;MASC;HUM
chcieć,będziemy chciały,0.60569274,V;FUT;1;PL
chcieć,będziemy chcieli,0.6413159,V;FUT;1;PL;MASC;HUM
chcieć,będziesz chciała,0.57846725,V;FUT;2;SG;FEM
chcieć,będziesz chciał,0.60758,V;FUT;2;SG;MASC
chcieć,chcą,0.87010694,V;PRS;3;PL
chcieć,chcecie,0.8418126,V;PRS;2;PL
chcieć,chcemy,0.8423104,V;PRS;1;PL
chcieć,chcesz,0.84368896,V;PRS;2;SG
chcieć,chcę,0.85345006,V;PRS;1;SG
chcieć,chce,0.8678926,V;PRS;3;SG
chcieć,chciałam,0.85896444,V;PST;1;SG;FEM
chcieć,chciałaś,0.87104905,V;PST;2;SG;FEM
chcieć,chciała,0.888875,V;PST;3;SG;FEM
chcieć,chciałem,0.8331665,V;PST;1;SG;MASC
chcieć,chciałeś,0.84071136,V;PST;2;SG;MASC
chcieć,chciało,0.88859534,V;PST;3;SG;NEUT
chcieć,chciał,0.8818353,V;PST;3;SG;MASC
chcieć,chciałyście,0.6329494,V;PST;2;PL
chcieć,chciałyśmy,0.6227382,V;PST;1;PL
chcieć,chciały,0.8658122,V;PST;3;PL
chcieć,chcieliście,0.8586185,V;PST;2;PL;MASC;HUM
chcieć,chcieliśmy,0.87231433,V;PST;1;PL;MASC;HUM
chcieć,chcieli,0.89891654,V;PST;3;PL;MASC;HUM
chować,będą chowali,0.76960266,V;FUT;3;PL;MASC;HUM
chować,będą chowały,0.75675046,V;FUT;3;PL
chować,będę chowała,0.7966264,V;FUT;1;SG;FEM
chować,będę chował,0.7964351,V;FUT;1;SG;MASC
chować,będzie chowała,0.7617492,V;FUT;3;SG;FEM
chować,będzie chowało,0.7418281,V;FUT;3;SG;NEUT
chować,będzie chował,0.7673595,V;FUT;3;SG;MASC
chować,będziecie chowali,0.81119317,V;FUT;2;PL;MASC;HUM
chować,będziecie chowały,0.8090506,V;FUT;2;PL
chować,będziemy chowali,0.807393,V;FUT;1;PL;MASC;HUM
chować,będziemy chowały,0.8028326,V;FUT;1;PL
chować,będziesz chowała,0.7887835,V;FUT;2;SG;FEM
chować,będziesz chował,0.7784226,V;FUT;2;SG;MASC
chować,chowacie,0.8563811,V;PRS;2;PL
chować,chowają,0.8852822,V;PRS;3;PL
chować,chowałam,0.86113405,V;PST;1;SG;FEM
chować,chowałaś,0.8360084,V;PST;2;SG;FEM
chować,chowała,0.8474763,V;PST;3;SG;FEM
chować,chowałem,0.8677021,V;PST;1;SG;MASC
chować,chowałeś,0.8288563,V;PST;2;SG;MASC
chować,chowaliście,0.8358568,V;PST;2;PL;MASC;HUM
chować,chowaliśmy,0.83210707,V;PST;1;PL;MASC;HUM
chować,chowali,0.8698258,V;PST;3;PL;MASC;HUM
chować,chowało,0.8202438,V;PST;3;SG;NEUT
chować,chował,0.8686529,V;PST;3;SG;MASC
chować,chowałyście,0.839342,V;PST;2;PL
chować,chowałyśmy,0.8504641,V;PST;1;PL
chować,chowały,0.83703196,V;PST;3;PL
chować,chowam,0.8723115,V;PRS;1;SG
chować,chowamy,0.8751647,V;PRS;1;PL
chować,chowasz,0.8568342,V;PRS;2;SG
chować,chowa,0.73903596,V;PRS;3;SG
chronić,będą chronili,0.5927123,V;FUT;3;PL;MASC;HUM
chronić,będą chroniły,0.5237411,V;FUT;3;PL
chronić,będę chroniła,0.52977574,V;FUT;1;SG;FEM
chronić,będę chronił,0.5809805,V;FUT;1;SG;MASC
chronić,będzie chroniła,0.5326949,V;FUT;3;SG;FEM
chronić,będzie chroniło,0.5089189,V;FUT;3;SG;NEUT
chronić,będzie chronił,0.6105854,V;FUT;3;SG;MASC
chronić,będziecie chronili,0.5953811,V;FUT;2;PL;MASC;HUM
chronić,będziecie chroniły,0.55631506,V;FUT;2;PL
chronić,będziemy chronili,0.5760284,V;FUT;1;PL;MASC;HUM
chronić,będziemy chroniły,0.5552656,V;FUT;1;PL
chronić,będziesz chroniła,0.5250577,V;FUT;2;SG;FEM
chronić,będziesz chronił,0.57659787,V;FUT;2;SG;MASC
chronić,chronią,0.93927884,V;PRS;3;PL
chronić,chronicie,0.7240274,V;PRS;2;PL
chronić,chronię,0.72045124,V;PRS;1;SG
chronić,chroniłam,0.6804664,V;PST;1;SG;FEM
chronić,chroniłaś,0.53936267,V;PST;2;SG;FEM
chronić,chroniła,0.7164348,V;PST;3;SG;FEM
chronić,chroniłem,0.7567632,V;PST;1;SG;MASC
chronić,chroniłeś,0.66749823,V;PST;2;SG;MASC
chronić,chroniliście,0.6915478,V;PST;2;PL;MASC;HUM
chronić,chroniliśmy,0.7076653,V;PST;1;PL;MASC;HUM
chronić,chronili,0.7782747,V;PST;3;PL;MASC;HUM
chronić,chroniło,0.7158706,V;PST;3;SG;NEUT
chronić,chronił,0.9417282,V;PST;3;SG;MASC
chronić,chroniłyście,0.6225854,V;PST;2;PL
chronić,chroniłyśmy,0.57332045,V;PST;1;PL
chronić,chroniły,0.69770426,V;PST;3;PL
chronić,chronimy,0.71509767,V;PRS;1;PL
chronić,chronisz,0.6743596,V;PRS;2;SG
chronić,chroni,0.9422104,V;PRS;3;SG
chwalić,będą chwalili,0.5793505,V;FUT;3;PL;MASC;HUM
chwalić,będą chwaliły,0.5523735,V;FUT;3;PL
chwalić,będę chwaliła,0.5925436,V;FUT;1;SG;FEM
chwalić,będę chwalił,0.60179627,V;FUT;1;SG;MASC
chwalić,będzie chwaliła,0.55048,V;FUT;3;SG;FEM
chwalić,będzie chwaliło,0.5327894,V;FUT;3;SG;NEUT
chwalić,będzie chwalił,0.5473309,V;FUT;3;SG;MASC
chwalić,będziecie chwalili,0.6177035,V;FUT;2;PL;MASC;HUM
chwalić,będziecie chwaliły,0.62105143,V;FUT;2;PL
chwalić,będziemy chwalili,0.5988609,V;FUT;1;PL;MASC;HUM
chwalić,będziemy chwaliły,0.5915032,V;FUT;1;PL
chwalić,będziesz chwaliła,0.548476,V;FUT;2;SG;FEM
chwalić,będziesz chwalił,0.55280554,V;FUT;2;SG;MASC
chwalić,chwalą,0.6285973,V;PRS;3;PL
chwalić,chwalę,0.63119483,V;PRS;1;SG
chwalić,chwalicie,0.75433636,V;PRS;2;PL
chwalić,chwaliłam,0.7126736,V;PST;1;SG;FEM
chwalić,chwaliłaś,0.6452175,V;PST;2;SG;FEM
chwalić,chwaliła,0.66678536,V;PST;3;SG;FEM
chwalić,chwaliłem,0.7456074,V;PST;1;SG;MASC
chwalić,chwaliłeś,0.66588336,V;PST;2;SG;MASC
chwalić,chwaliliście,0.71796966,V;PST;2;PL;MASC;HUM
chwalić,chwaliliśmy,0.7211755,V;PST;1;PL;MASC;HUM
chwalić,chwalili,0.6974782,V;PST;3;PL;MASC;HUM
chwalić,chwaliło,0.6741271,V;PST;3;SG;NEUT
chwalić,chwalił,0.6707428,V;PST;3;SG;MASC
chwalić,chwaliłyście,0.69203675,V;PST;2;PL
chwalić,chwaliłyśmy,0.7244983,V;PST;1;PL
chwalić,chwaliły,0.6797339,V;PST;3;PL
chwalić,chwalimy,0.71698827,V;PRS;1;PL
chwalić,chwalisz,0.70247227,V;PRS;2;SG
chwalić,chwali,0.9468075,V;PRS;3;SG
cofać,będą cofali,0.71398956,V;FUT;3;PL;MASC;HUM
cofać,będą cofały,0.7053128,V;FUT;3;PL
cofać,będę cofała,0.7631362,V;FUT;1;SG;FEM
cofać,będę cofał,0.7710291,V;FUT;1;SG;MASC
cofać,będziecie cofali,0.7774686,V;FUT;2;PL;MASC;HUM
cofać,będziecie cofały,0.7677065,V;FUT;2;PL
cofać,będzie cofała,0.70880187,V;FUT;3;SG;FEM
cofać,będzie cofało,0.6733788,V;FUT;3;SG;NEUT
cofać,będzie cofał,0.7167576,V;FUT;3;SG;MASC
cofać,będziemy cofali,0.76088786,V;FUT;1;PL;MASC;HUM
cofać,będziemy cofały,0.7530049,V;FUT;1;PL
cofać,będziesz cofała,0.7477022,V;FUT;2;SG;FEM
cofać,będziesz cofał,0.75246865,V;FUT;2;SG;MASC
cofać,cofacie,0.86595565,V;PRS;2;PL
cofać,cofają,0.8667047,V;PRS;3;PL
cofać,cofałam,0.84386003,V;PST;1;SG;FEM
cofać,cofałaś,0.8203979,V;PST;2;SG;FEM
cofać,cofała,0.83104116,V;PST;3;SG;FEM
