pivot,derivation,similarity,category,affix
orzeł,strzelanie,0.8088627,V:N,-anie
osa,pochlebstwo,0.72119564,N:N,-stwo
elf,kodeksowy,0.6804764,N:ADJ,-owy
muł,podać,0.8049527,V:V,po-
pomarańcza,ślimaczy,0.90790176,N:ADJ,-czy
kulturysta,nikielinowy,0.79323006,N:ADJ,-owy
gonić,wdrażać,0.8080028,V:V,-ać
skok,srebrnictwo,0.76895386,ADJ:N,-ctwo
Portugalia,autostrzykawka,0.754304,N:N,auto-
mocz,pieluszkowy,0.87724805,N:ADJ,-owy
Jan,nietarasowanie,0.78065103,N:N,nie-
lot,bohemistyczny,0.78393954,N:ADJ,-ny
baba,niedźwiedzica,0.7513566,N:N,-ica
dziad,blagieria,0.81264794,N:N,-ia
historia,Bogumiłostwo,0.7727073,N:N,-stwo
siatka,domisko,0.832598,N:N,-isko
grafia,Błażejostwo,0.778978,N:N,-stwo
analizować,radiobusola,0.6919555,N:N,radio-
mózgowie,cegłówka,0.8805552,N:N,-ówka
Lach,Gracjanek,0.8097883,N:N,-ek
grupa,zatonięcie,0.75000477,V:N,-ęcie
kombinować,radzić,0.8312425,N:V,-ić
demon,zakończyć,0.7071791,V:V,za-
Ryga,periodycznie,0.77112764,ADJ:ADV,-ie
etan,nuworyszowski,0.7154812,N:ADJ,-owski
uczyć,mrowiskowy,0.8033234,N:ADJ,-owy
tresa,żywiciel,0.79871345,V:N,-ciel
reporter,bałwaniasty,0.68468934,N:ADJ,-asty
Bruksela,hybrydowy,0.72397596,N:ADJ,-owy
fiolet,lazurować,0.80543023,N:V,-ować
purpura,bezwietrznie,0.7641386,ADJ:ADV,-ie
beż,łaciński,0.788133,N:ADJ,-ski
turkus,przemarsz,0.804961,N:N,prze-
granat,hotelowy,0.73519933,N:ADJ,-owy
błękit,mierznąć,0.8084511,V:V,-nąć
kropka,rozlany,0.8635874,V:ADJ,-any
okrężny,psychologia,0.71759456,N:N,-ia
przecinać,świniak,0.8781408,N:N,-ak
indyk,Tajmyra,0.7996065,N:N,-a
użycie,czeczotowy,0.8082417,N:ADJ,-owy
kot,przykazać,0.79748356,N:V,-ać
kot,ówcześnie,0.72883815,ADJ:ADV,-ie
słoń,ubrudzić,0.8349034,V:V,u-
rzeczowy,norweskość,0.7724289,ADJ:N,-ość
mały,atomóweczka,0.869781,N:N,-eczka
czasowy,bezużyteczność,0.7524442,ADJ:N,-ość
kierować,mitomański,0.7617413,N:ADJ,-ski
kierownik,roślinność,0.79503787,ADJ:N,-ość
godny,przylutować,0.8286451,V:V,przy-
kazać,łysol,0.8617446,ADJ:N,-ol
znaczyć,wykładnik,0.75393283,N:N,-nik
trafić,powiewać,0.84515107,V:V,-wać
lekarz,niewypacanie,0.7518948,N:N,nie-
pion,dżibutyjczyk,0.74405664,ADJ:N,-czyk
mierzalny,pescowegetariański,0.8300463,N:ADJ,-ski
liczba,Kairosowy,0.72414094,N:ADJ,-owy
król,kolokwialnie,0.74201596,ADJ:ADV,-ie
car,szaruga,0.80978006,ADJ:N,-uga
dostrzec,cipka,0.7863511,N:N,-ka
stary,borsuczę,0.85046977,ADJ:N,-ę
dorosły,radować,0.8051621,N:V,-ować
pełnoletni,szańcowy,0.87354565,N:ADJ,-owy
Czech,nadgorliwie,0.7432241,ADV:ADV,nad-
podlać,podziałać,0.871285,V:V,po-
koń,sowchozowy,0.785752,N:ADJ,-owy
zwierz,neoliberalizm,0.70946753,ADJ:N,-izm
beton,spolszczenie,0.7679915,V:N,-enie
wiatr,zaprzestanie,0.81564605,V:N,-anie
napowietrzyć,Marcinowy,0.7895484,N:ADJ,-owy
stryj,akordeonowy,0.7200822,N:ADJ,-owy
zimny,spostrzec,0.8259189,V:V,s-
przeziębić,przychodzić,0.86309266,V:V,przy-
puch,genitalny,0.81715214,N:ADJ,-ny
ametyst,kaperski,0.85593075,N:ADJ,-ski
studia,tajemniczy,0.8152777,N:ADJ,-czy
jedność,bajroniczny,0.81514996,N:ADJ,-iczny
rudy,cemencik,0.85586655,N:N,-ik
szczep,cieplarniany,0.81156844,N:ADJ,-ny
prowadzić,odkrywczość,0.77010536,ADJ:N,-ość
prowadzić,podzielny,0.7528561,V:ADJ,-ny
doprowadzić,wszczynanie,0.7262462,V:N,-anie
przeprowadzić,Karpiniukowa,0.6703469,N:N,-owa
wskazać,nadcinać,0.83980715,V:V,-ać
wodzić,widłoróg,0.88912445,N:N,widło-
wodzić,przedostać,0.8859657,V:V,prze-
chodzić,resorek,0.8532834,N:N,-ek
przód,porosły,0.75120264,V:ADJ,-ły
brać,graniczny,0.7746166,N:ADJ,-ny
prosty,marzanowaty,0.8309941,N:ADJ,-owaty
administrator,benefaktorski,0.75846356,N:ADJ,-ski
kość,słonecznikowo,0.82760286,ADJ:ADV,-o
Litwa,spłacalny,0.72457975,V:ADJ,-alny
igła,nacjonalizacja,0.8052956,V:N,-cja
Polska,kalwinistka,0.66956,N:N,-ka
mały,kaleki,0.8176506,N:ADJ,-i
bezczelny,denaturować,0.8425164,N:V,-ować
zuchwały,gospodarczo,0.776497,ADJ:ADV,-o
teizm,wypiekać,0.73689955,V:V,-ać
liczyć,polerownica,0.77382886,V:N,-nica
niemy,kangurzyca,0.82509834,N:N,-yca
wiele,squatowy,0.8407624,N:ADJ,-owy
podać,nieudolnie,0.81298846,ADJ:ADV,-ie
otworzyć,chrzestna,0.7855827,ADJ:N,-a
otworzyć,przyoszczędzić,0.8183414,V:V,przy-
ostać,leksykalnie,0.81031317,ADJ:ADV,-ie
zabić,puchanie,0.8401317,V:N,-anie
legły,tokować,0.82585484,N:V,-ować
czynny,ceklarski,0.84796834,N:ADJ,-ski
przyszły,kiełbacha,0.80826426,N:N,-cha
ile,evencik,0.699991,N:N,-ik
wschód,wtrącanie,0.630125,V:N,-anie
zachód,transplantacyjny,0.5701141,N:ADJ,-ny
syn,przociel,0.71663445,V:N,-ciel
kopać,chylenie,0.840281,V:N,-enie
miedź,patrycjuszka,0.8670217,N:N,-ka
Bułgaria,zamanifestować,0.608583,V:V,za-
zainteresować,flisaczek,0.63423514,N:N,-ek
żelazo,mgławicowy,0.85187685,N:ADJ,-owy
nora,krwotoczność,0.81838894,ADJ:N,-ość
ciemny,porosnąć,0.8742124,V:V,po-
próżny,fotometria,0.7510547,N:N,-ia
odkurzać,saletyński,0.8185919,N:ADJ,-ski
młot,nieziszczalnie,0.847331,ADJ:ADV,-ie
Ameryka,natrzepać,0.77184504,V:V,na-
Ameryka,oblegnąć,0.7547798,V:V,-nąć
obecny,bezsenność,0.8717261,ADJ:N,-ość
zamknąć,ministerski,0.75446665,N:ADJ,-ski
zegar,szwargotać,0.8889438,N:V,-ać
wart,przezwać,0.85214216,V:V,prze-
głupi,oddzialik,0.8422428,N:N,-ik
samobójca,harpunniczy,0.8350422,N:ADJ,-czy
alkohol,lasowanie,0.7956676,V:N,-anie
myć,podchodzenie,0.82486975,V:N,-enie
spadać,bitewka,0.8814435,N:N,-ka
gwiazda,Germana,0.84280384,N:N,-a
chciwy,proeuropejskość,0.8232724,ADJ:N,-ość
mianować,pododdział,0.72894317,N:N,pod-
dopełniać,poświęcać,0.8845484,V:V,-ać
celować,parnikowy,0.78326523,N:ADJ,-owy
bierny,ekosystemowy,0.81073123,N:ADJ,-owy
narzędzie,odwołać,0.81745785,V:V,od-
miejsce,komunikowanie,0.71134806,V:N,-anie
wołać,wyłapywać,0.8680621,V:V,-ywać
zapomnieć,krwawić,0.8505061,ADJ:V,-ić
słońce,niekonwencjonalnie,0.8144598,ADJ:ADV,-ie
wiadomy,Listopadowa,0.79855835,N:N,-owa
konew,donkiszotyzm,0.8021348,N:N,-yzm
obiecać,konisko,0.82673013,N:N,-isko
kolano,spławić,0.8442111,N:V,-ić
kolor,spiłowywać,0.80829084,V:V,-ywać
bordo,żałobniczka,0.8111993,N:N,-ka
żółty,praobraz,0.8099763,N:N,pra-
zielony,wyszorować,0.77794707,V:V,wy-
niebieski,spółdzielczyni,0.8018908,ADJ:N,-yni
szary,indowy,0.87827027,N:ADJ,-owy
biały,zaczepiać,0.8043238,V:V,za-
fioletowy,numeanka,0.82686645,N:N,-ka
pomarańczowy,czerwonka,0.8929527,ADJ:N,-ka
różowy,prestidigitatorski,0.8085847,N:ADJ,-ski
czerwony,katakumbowość,0.7407567,ADJ:N,-ość
czarny,zawoalowany,0.85142756,V:ADJ,-any
brązowy,faścianka,0.7595352,N:N,-ka
potomek,hungarysta,0.7732294,N:N,-ysta
południe,puszeczka,0.6587138,N:N,-eczka
tłumaczyć,eurokratka,0.7141534,N:N,-ka
truć,surferka,0.8944195,N:N,-ka
planeta,Dydakowy,0.71199757,N:ADJ,-owy
tokarz,strawienie,0.8561436,V:N,-enie
kierować,wrześniaczka,0.72243905,N:N,-ka
sterować,Mariuszówna,0.6759552,N:N,-ówna
palić,tematyka,0.780653,N:N,-ka
więzić,śmiesznostka,0.7939011,N:N,-ka
nagły,żaglowy,0.83989155,N:ADJ,-owy
król,seksualnie,0.7670846,ADJ:ADV,-ie
zdać,odwiedzenie,0.85686135,V:N,-enie
butla,owsianka,0.8535926,ADJ:N,-ka
bieda,radiowy,0.7796922,N:ADJ,-owy
pytać,nieobecność,0.8087249,ADJ:N,-ość
móc,źrebak,0.86404705,N:N,-ak
komora,antyfaszystowski,0.79437757,N:ADJ,-owski
bliski,hydrotermiczny,0.7961215,ADJ:ADJ,hydro-
pić,pedofilia,0.7911441,N:N,-ia
Wikipedia,geszefcik,0.6874064,N:N,-ik
krzyż,zagadanie,0.76799303,V:N,-anie
chodzić,podrożeć,0.9238459,V:V,po-
straż,zatytułować,0.78254485,V:V,za-
przestrzec,smukło,0.8944125,ADJ:ADV,-o
grać,chromatynowy,0.8521598,N:ADJ,-owy
księga,nagrywać,0.764038,V:V,-ywać
duży,stenograficznie,0.82582414,ADJ:ADV,-ie
wytrysk,synowy,0.7217187,N:ADJ,-owy
kazać,kraterowy,0.8405928,N:ADJ,-owy
brud,purynowy,0.8187564,N:ADJ,-owy
szwagier,przepowiedzieć,0.79197156,V:V,prze-
noc,frekwencyjny,0.79200053,N:ADJ,-ny
skory,współasystować,0.7715486,V:V,współ-
padek,śrutówka,0.84917784,N:N,-ówka
badać,narwać,0.92532414,V:V,na-
naleźć,podle,0.7916415,ADJ:ADV,-e
robić,youtuberka,0.7442313,N:N,-ka
waga,papierniczy,0.82080233,N:ADJ,-czy
Śląsk,złagodzenie,0.80547273,N:N,z-
spółka,stronnik,0.7976722,N:N,-nik
sito,rozległość,0.70113635,ADJ:N,-ość
kawa,wojciechowianka,0.7401576,N:N,-ka
kopciuch,edylski,0.8645306,N:ADJ,-ski
cały,myślozbrodniarz,0.7819102,N:N,-arz
miesiąc,artylerzystka,0.7670811,N:N,-ka
przymiot,afirmatywnie,0.7415052,ADJ:ADV,-ie
znaczyć,kaszka,0.7767904,N:N,-ka
spoić,dawkować,0.8562492,N:V,-ować
mąż,strumienica,0.6911944,N:N,-ica
stać,celujący,0.8620829,V:ADJ,-ący
położyć,sekowanie,0.8111253,V:N,-anie
panew,dotyczyć,0.69612426,N:V,-yć
imię,leniuch,0.7571231,N:N,-uch
urodzić,zajście,0.85935235,V:N,-ie
nożyce,Schetynianka,0.7796195,N:N,-anka
Walenty,bagrownica,0.81976867,V:N,-nica
uwaga,Alemanka,0.81439793,N:N,-ka
jeść,kijowianka,0.8382002,N:N,-ka
drukować,wstępowanie,0.79721856,V:N,-anie
druk,niedźwiedziowato,0.69396424,ADJ:ADV,-o
większy,łowczyna,0.84088045,ADJ:N,-yna
tyrać,Janowicz,0.838164,N:N,-wicz
kuchnia,przedrzeźniacz,0.83279395,V:N,-acz
łaźnia,Piotrostwo,0.7852546,N:N,-stwo
piwo,machinalnie,0.8249541,ADJ:ADV,-ie
sypiać,Rajmundek,0.7838127,N:N,-ek
prać,miernota,0.86763775,ADJ:N,-ota
lód,nieuctwo,0.8235634,N:N,-ctwo
suszyć,mariensztacko,0.86088324,ADJ:ADV,-o
polski,tumakowy,0.76936364,N:ADJ,-owy
jeść,behawioralny,0.77416843,N:ADJ,-alny
stąpić,widoczny,0.7911983,N:ADJ,-ny
kwadrat,koniakowianka,0.73074627,N:N,-ka
łączyć,elektroenergetyczny,0.72127867,N:ADJ,-ny
pleść,syczek,0.8389334,N:N,-ek
środa,nieintencjonalny,0.8230377,ADJ:ADJ,nie-
niedźwiedź,formowanie,0.7495443,V:N,-anie
guz,strażacki,0.72762877,N:ADJ,-cki
kłąb,zjednywanie,0.85832006,V:N,-anie
szczęście,doić,0.8529377,N:V,-ić
kopnąć,Długoszowski,0.8494512,N:ADJ,-owski
codzienny,lizanie,0.8114078,V:N,-anie
płaski,przesunięcie,0.8414837,V:N,-ęcie
strzała,prządkowaty,0.8664903,N:ADJ,-owaty
pocałować,ciekły,0.8898483,V:ADJ,-ły
pies,rozrąbać,0.7849511,V:V,roz-
kanapa,paltko,0.903232,N:N,-ko
wykrzyknąć,sczesać,0.84835035,V:V,s-
biskup,bimbrownictwo,0.64953053,N:N,-ctwo
sprawiedliwy,Zenuś,0.8143117,N:N,-uś
sport,ustnik,0.79245037,N:N,-nik
otyły,archetypiczny,0.82433057,N:ADJ,-iczny
model,buntownik,0.86206454,V:N,-nik
mrówa,mankiecik,0.83287996,N:N,-ik
sznur,nieremasterowanie,0.7882537,N:N,nie-
waliza,fotogeniczność,0.8383408,ADJ:N,-ość
ostać,przekształcenie,0.7803236,N:N,prze-
student,cerowanie,0.82939225,V:N,-anie
zapalić,basztowy,0.82658285,N:ADJ,-owy
złoto,gabanie,0.66291827,V:N,-anie
spoić,niesakralizowanie,0.7512345,N:N,nie-
młody,wnoszenie,0.8639957,V:N,-enie
ssać,nosorożcowy,0.8348112,N:ADJ,-owy
waga,płyteczka,0.81556773,N:N,-eczka
ława,przedrzeźniactwo,0.837353,N:N,-ctwo
jaszczur,olbrzymowy,0.81261384,ADJ:ADJ,-owy
nowy,zesuwać,0.8354069,V:V,ze-
przewodzić,dotrzepać,0.87507373,V:V,do-
ogień,moczanowy,0.8462825,N:ADJ,-owy
poświęcić,dziesięciozłotówka,0.7617176,ADJ:N,-ka
piosenka,zanocować,0.75329393,V:V,za-
popiół,skostniałość,0.8574065,ADJ:N,-ość
budować,endonimiczny,0.74691945,N:ADJ,-iczny
siny,zliczyć,0.7091623,V:V,z-
koszyk,prazeodymowy,0.8321207,N:ADJ,-owy
wielki,zgłoskowy,0.80629516,N:ADJ,-owy
szczery,oktawista,0.79891676,N:N,-ista
kapłan,fartuchowy,0.7756081,N:ADJ,-owy
kłamać,stragarz,0.85204434,N:N,s-
wojsko,niezmordowany,0.77929914,ADJ:ADJ,nie-
przeszły,ziemianka,0.85107076,N:N,-anka
męczyć,karmić,0.82611835,N:V,-ić
pała,luterstwo,0.83050245,ADJ:N,-stwo
lobby,kantyczkowy,0.7654457,N:ADJ,-owy
zamknąć,borówka,0.7884013,N:N,-ówka
nuda,karanie,0.8459079,V:N,-anie
akuszer,urzec,0.76092196,V:V,u-
bóg,śledczy,0.7870794,V:ADJ,-czy
dół,mizoginiczny,0.74937433,N:ADJ,-iczny
góra,przypalić,0.80036175,N:V,-ić
ogród,modniarski,0.8164816,N:ADJ,-ski
opieka,opamiętywać,0.8441357,V:V,-ywać
wdowa,niemuzykalność,0.7316073,ADJ:N,-ość
Estonia,własnościowy,0.61381465,N:ADJ,-owy
Węgry,przypadkowość,0.7215627,ADJ:N,-ość
Łotwa,gadatliwość,0.6721749,ADJ:N,-ość
Kanton,wackować,0.6787063,N:V,-ować
Stalin,zawiłość,0.7305031,ADJ:N,-ość
wodny,zajść,0.8248107,V:V,za-
grzeczny,abecadłowy,0.8642421,N:ADJ,-owy
indoeuropejski,pienisty,0.8189077,N:ADJ,-isty
erotyka,Trędzina,0.81088996,N:N,-ina
szyba,rogal,0.8603922,N:N,-al
zmęczyć,delikwentka,0.80556136,N:N,-ka
ciekać,degustatorski,0.8569116,N:ADJ,-ski
ciekawy,ceglarstwo,0.81900704,N:N,-stwo
prawidło,wszechstronność,0.86132914,ADJ:N,-ość
król,wariacyjny,0.75750995,N:ADJ,-ny
podróż,wyolbrzymienie,0.82850486,V:N,-enie
piękny,Zygmuntowy,0.83171844,N:ADJ,-owy
dupa,audiologia,0.78096926,N:N,-ia
próba,schrupać,0.82002425,V:V,s-
niepodległy,cwaniaczyć,0.8068509,N:V,-yć
golf,drgnąć,0.7333822,V:V,-nąć
polecić,flawonoidowy,0.8172798,N:ADJ,-owy
iść,komicznie,0.8759862,ADJ:ADV,-ie
kupić,nerwica,0.79154414,N:N,-ica
iść,splunąć,0.86551726,V:V,s-
gamrat,tańczenie,0.8025542,V:N,-enie
dżudoka,ciupażka,0.8889967,N:N,-ka
Szwed,spsienie,0.762304,V:N,-enie
głęboki,przepalić,0.85371625,V:V,prze-
zaprosić,macierzysty,0.81955904,N:ADJ,-ysty
ciężar,piżmaczek,0.8414272,N:N,-ek
pomnieć,dyletantyzm,0.8193977,N:N,-yzm
Ukraina,rędzina,0.6397083,N:N,-ina
wolny,zagrażający,0.8608949,V:ADJ,-ący
zwykły,wyszperać,0.85219014,V:V,wy-
metr,eurowalutowy,0.71845245,N:ADJ,-owy
leń,rzemieślnik,0.85744417,N:N,-nik
śmieci,skaleczenie,0.8885411,ADJ:N,-enie
kopać,stracony,0.866688,V:ADJ,-ony
lew,patrologiczny,0.76063883,N:ADJ,-iczny
wiśnia,zeszmacenie,0.83601797,V:N,-enie
ciągnąć,rasistyczny,0.80643225,N:ADJ,-yczny
taksa,kalwinistycznie,0.7713655,ADJ:ADV,-ie
zmienić,warkoczyk,0.8050015,N:N,-yk
optymista,przetrzeć,0.84813803,V:V,prze-
pesymista,urzędnik,0.8514099,N:N,-ny
jadać,ansamblowy,0.8197297,N:ADJ,-owy
jadalny,referacik,0.87894917,N:N,-ik
Białoruś,parafiaństwo,0.7313597,ADJ:N,-stwo
narodowy,żychlinianka,0.79683554,N:N,-ka
tajemny,czarci,0.8769066,N:ADJ,-i
wieść,molekularnie,0.7758179,ADJ:ADV,-ie
naprawić,Reunionka,0.7516672,N:N,-ka
iść,Abelardowy,0.8276636,N:ADJ,-owy
zarobić,wujaszkowy,0.79963565,N:ADJ,-owy
ostrzec,mleczan,0.8125951,N:N,-an
różny,przefiltrowywać,0.79094964,V:V,-ywać
żebrać,oceanografia,0.80815756,N:N,-ia
szantaż,monetka,0.8351558,N:N,-ka
Indonezja,charkowianka,0.6687783,N:N,-ka
Bretania,produkcyjnie,0.7433788,ADJ:ADV,-ie
zająć,szyjeczka,0.8294743,N:N,-eczka
dym,cukierniczka,0.7875271,N:N,-ka
przetaczać,nóżka,0.81826115,N:N,-ka
len,Katangijka,0.7594037,N:N,-ka
pisać,imitatywność,0.8174897,ADJ:N,-ość
taniec,półletalny,0.8321047,ADJ:ADJ,pół-
zacząć,mużycki,0.8145022,N:ADJ,-cki
żaba,nienadłamywanie,0.7999361,N:N,nie-
ryba,antropomorfizacyjny,0.76744604,N:ADJ,-ny
niedźwiedź,Rychlikowa,0.6895111,N:N,-owa
rzepa,obuwać,0.83151525,V:V,-wać
obuwie,adherentka,0.80426013,N:N,-ka
pole,epigraficzka,0.7564163,N:N,-ka
praca,córeczka,0.8862492,N:N,-eczka
przesadzić,okiść,0.8828159,N:N,o-
dąb,przeglądarka,0.8037734,V:N,-arka
wiąz,kolegować,0.83368456,N:V,-ować
złość,Kremerowa,0.75689894,N:N,-owa
ograniczyć,opalenizna,0.7930481,V:N,-izna
gniazdo,deszczyk,0.87069744,N:N,-yk
gryźć,kameralność,0.86004055,ADJ:N,-ość
budzić,konstrukcyjnie,0.8121619,ADJ:ADV,-ie
puszcza,stempelek,0.85677874,N:N,-ek
obiecać,lekkostrawność,0.8137239,ADJ:N,-ość
wrócić,botoksowy,0.8083276,N:ADJ,-owy
smak,spaślak,0.81833327,V:N,-ak
tęcza,wyspać,0.8629074,V:V,wy-
róg,adeninowy,0.8121057,N:ADJ,-owy
żyć,niewolnica,0.80433047,N:N,-nica
razić,imprymowanie,0.8368711,V:N,-anie
jąć,średniówkowy,0.8610427,N:ADJ,-owy
buchać,ośrodkowy,0.7870043,N:ADJ,-owy
dychać,twarogowy,0.87665707,N:ADJ,-owy
mordować,symbolizacja,0.8537591,V:N,-cja
maska,orkiestrówka,0.7492819,N:N,-ówka
marny,suporcik,0.82759345,N:N,-ik
dać,przedmecz,0.775808,N:N,przed-
dawać,winny,0.8514188,N:ADJ,-ny
soczewica,prysznicowy,0.8614718,N:ADJ,-owy
wosk,kryczka,0.83632356,N:N,-ka
opisać,zrywać,0.8425697,V:V,-ać
wyspa,krwiopijczy,0.76374936,N:ADJ,-czy
używać,Hanowerczyk,0.7673414,N:N,-czyk
trawa,moralizatorstwo,0.8325308,N:N,-stwo
kolej,pomykanie,0.8261423,V:N,-anie
kłamać,Agopsowiczowa,0.8104253,N:N,-owa
łatwy,betainowy,0.82326216,N:ADJ,-owy
całkowity,trójwymiarowo,0.88233936,ADJ:ADV,-o
cały,kapucha,0.8019515,N:N,-cha
słoń,mariawityzm,0.81163746,N:N,-yzm
użytkować,emanowanie,0.8274383,V:N,-anie
konieczny,makaronik,0.7259245,N:N,-ik
lato,pastusi,0.76528287,N:ADJ,-i
elektryczny,prymitywistyczny,0.8381505,N:ADJ,-yczny
róg,akceptowalny,0.80300504,V:ADJ,-alny
książę,gazówka,0.66504395,N:N,-ówka
pieśń,parczek,0.8504934,N:N,-ek
rudy,postraszyć,0.8295803,V:V,po-
prosić,happeningowy,0.76544046,N:ADJ,-owy
