pivot,derivation,similarity,category,affix
gonić,wdrażać,0.8903082,V:V,-ać
skok,srebrnictwo,0.8821878,ADJ:N,-ctwo
Portugalia,autostrzykawka,0.8367257,N:N,auto-
mocz,pieluszkowy,0.91212404,N:ADJ,-owy
Jan,nietarasowanie,0.8809113,N:N,nie-
lot,bohemistyczny,0.8737661,N:ADJ,-ny
baba,niedźwiedzica,0.8840527,N:N,-ica
dziad,blagieria,0.914966,N:N,-ia
historia,Bogumiłostwo,0.87797207,N:N,-stwo
siatka,domisko,0.9040945,N:N,-isko
grafia,Błażejostwo,0.86637473,N:N,-stwo
analizować,radiobusola,0.7559156,N:N,radio-
mózgowie,cegłówka,0.92210156,N:N,-ówka
Lach,Gracjanek,0.8941152,N:N,-ek
grupa,zatonięcie,0.83355004,V:N,-ęcie
kombinować,radzić,0.8859477,N:V,-ić
demon,zakończyć,0.7827233,V:V,za-
Ryga,periodycznie,0.8244422,ADJ:ADV,-ie
etan,nuworyszowski,0.8506969,N:ADJ,-owski
uczyć,mrowiskowy,0.84963363,N:ADJ,-owy
tresa,żywiciel,0.90504855,V:N,-ciel
reporter,bałwaniasty,0.76442677,N:ADJ,-asty
Bruksela,hybrydowy,0.7933832,N:ADJ,-owy
fiolet,lazurować,0.8779279,N:V,-ować
purpura,bezwietrznie,0.8558508,ADJ:ADV,-ie
beż,łaciński,0.8679045,N:ADJ,-ski
turkus,przemarsz,0.9117803,N:N,prze-
granat,hotelowy,0.7697191,N:ADJ,-owy
błękit,mierznąć,0.8981828,V:V,-nąć
kropka,rozlany,0.9381531,V:ADJ,-any
okrężny,psychologia,0.78525615,N:N,-ia
przecinać,świniak,0.9475021,N:N,-ak
indyk,Tajmyra,0.8861539,N:N,-a
użycie,czeczotowy,0.87261546,N:ADJ,-owy
kot,przykazać,0.87616116,N:V,-ać
kot,ówcześnie,0.81472224,ADJ:ADV,-ie
słoń,ubrudzić,0.9115782,V:V,u-
rzeczowy,norweskość,0.85179275,ADJ:N,-ość
mały,atomóweczka,0.92551124,N:N,-eczka
czasowy,bezużyteczność,0.839671,ADJ:N,-ość
kierować,mitomański,0.83782154,N:ADJ,-ski
kierownik,roślinność,0.8297045,ADJ:N,-ość
godny,przylutować,0.8764723,V:V,przy-
kazać,łysol,0.93104583,ADJ:N,-ol
znaczyć,wykładnik,0.8300825,N:N,-nik
trafić,powiewać,0.91640276,V:V,-wać
lekarz,niewypacanie,0.8433097,N:N,nie-
pion,dżibutyjczyk,0.820883,ADJ:N,-czyk
mierzalny,pescowegetariański,0.89810544,N:ADJ,-ski
liczba,Kairosowy,0.84340656,N:ADJ,-owy
król,kolokwialnie,0.8579433,ADJ:ADV,-ie
car,szaruga,0.9083369,ADJ:N,-uga
dostrzec,cipka,0.85422826,N:N,-ka
stary,borsuczę,0.906797,ADJ:N,-ę
dorosły,radować,0.85348713,N:V,-ować
pełnoletni,szańcowy,0.94476503,N:ADJ,-owy
Czech,nadgorliwie,0.8486395,ADV:ADV,nad-
podlać,podziałać,0.9223589,V:V,po-
koń,sowchozowy,0.8648323,N:ADJ,-owy
zwierz,neoliberalizm,0.8335294,ADJ:N,-izm
beton,spolszczenie,0.8680803,V:N,-enie
wiatr,zaprzestanie,0.90921044,V:N,-anie
napowietrzyć,Marcinowy,0.844255,N:ADJ,-owy
stryj,akordeonowy,0.8807122,N:ADJ,-owy
zimny,spostrzec,0.905409,V:V,s-
przeziębić,przychodzić,0.9140504,V:V,przy-
puch,genitalny,0.9197723,N:ADJ,-ny
ametyst,kaperski,0.9313457,N:ADJ,-ski
studia,tajemniczy,0.87880915,N:ADJ,-czy
jedność,bajroniczny,0.89427316,N:ADJ,-iczny
rudy,cemencik,0.9138544,N:N,-ik
szczep,cieplarniany,0.91206306,N:ADJ,-ny
prowadzić,odkrywczość,0.8362542,ADJ:N,-ość
prowadzić,podzielny,0.8185077,V:ADJ,-ny
doprowadzić,wszczynanie,0.7861715,V:N,-anie
przeprowadzić,Karpiniukowa,0.7488186,N:N,-owa
wskazać,nadcinać,0.89102864,V:V,-ać
wodzić,widłoróg,0.9363215,N:N,widło-
wodzić,przedostać,0.9285106,V:V,prze-
chodzić,resorek,0.9302188,N:N,-ek
przód,porosły,0.8387473,V:ADJ,-ły
brać,graniczny,0.81528926,N:ADJ,-ny
prosty,marzanowaty,0.89445776,N:ADJ,-owaty
administrator,benefaktorski,0.8586644,N:ADJ,-ski
kość,słonecznikowo,0.90010154,ADJ:ADV,-o
Litwa,spłacalny,0.7892636,V:ADJ,-alny
igła,nacjonalizacja,0.9027477,V:N,-cja
Polska,kalwinistka,0.8101021,N:N,-ka
mały,kaleki,0.85977185,N:ADJ,-i
bezczelny,denaturować,0.90931934,N:V,-ować
zuchwały,gospodarczo,0.8737766,ADJ:ADV,-o
teizm,wypiekać,0.8281662,V:V,-ać
liczyć,polerownica,0.83093566,V:N,-nica
niemy,kangurzyca,0.89744854,N:N,-yca
wiele,squatowy,0.910489,N:ADJ,-owy
podać,nieudolnie,0.8929522,ADJ:ADV,-ie
otworzyć,chrzestna,0.8710461,ADJ:N,-a
otworzyć,przyoszczędzić,0.8936039,V:V,przy-
ostać,leksykalnie,0.89173377,ADJ:ADV,-ie
zabić,puchanie,0.9135159,V:N,-anie
legły,tokować,0.85004705,N:V,-ować
czynny,ceklarski,0.9133097,N:ADJ,-ski
przyszły,kiełbacha,0.8836734,N:N,-cha
ile,evencik,0.75651246,N:N,-ik
wschód,wtrącanie,0.7385765,V:N,-anie
zachód,transplantacyjny,0.6777262,N:ADJ,-ny
syn,przociel,0.81125665,V:N,-ciel
kopać,chylenie,0.9235462,V:N,-enie
miedź,patrycjuszka,0.9496674,N:N,-ka
Bułgaria,zamanifestować,0.74856406,V:V,za-
zainteresować,flisaczek,0.7298636,N:N,-ek
żelazo,mgławicowy,0.92584056,N:ADJ,-owy
nora,krwotoczność,0.9004252,ADJ:N,-ość
ciemny,porosnąć,0.9281055,V:V,po-
próżny,fotometria,0.84558624,N:N,-ia
odkurzać,saletyński,0.8580464,N:ADJ,-ski
młot,nieziszczalnie,0.91357243,ADJ:ADV,-ie
Ameryka,natrzepać,0.86824024,V:V,na-
Ameryka,oblegnąć,0.8204589,V:V,-nąć
obecny,bezsenność,0.90993065,ADJ:N,-ość
zamknąć,ministerski,0.8229558,N:ADJ,-ski
zegar,szwargotać,0.94749403,N:V,-ać
wart,przezwać,0.9048369,V:V,prze-
głupi,oddzialik,0.9257191,N:N,-ik
samobójca,harpunniczy,0.90108395,N:ADJ,-czy
alkohol,lasowanie,0.8435954,V:N,-anie
myć,podchodzenie,0.89472383,V:N,-enie
spadać,bitewka,0.95291984,N:N,-ka
gwiazda,Germana,0.88717854,N:N,-a
chciwy,proeuropejskość,0.9128798,ADJ:N,-ość
mianować,pododdział,0.7989533,N:N,pod-
dopełniać,poświęcać,0.9630271,V:V,-ać
celować,parnikowy,0.8410488,N:ADJ,-owy
bierny,ekosystemowy,0.8622245,N:ADJ,-owy
narzędzie,odwołać,0.8792257,V:V,od-
miejsce,komunikowanie,0.7048805,V:N,-anie
wołać,wyłapywać,0.9057957,V:V,-ywać
zapomnieć,krwawić,0.9557265,ADJ:V,-ić
słońce,niekonwencjonalnie,0.90315866,ADJ:ADV,-ie
wiadomy,Listopadowa,0.88326675,N:N,-owa
konew,donkiszotyzm,0.89732313,N:N,-yzm
obiecać,konisko,0.89558077,N:N,-isko
kolano,spławić,0.9221396,N:V,-ić
kolor,spiłowywać,0.87959296,V:V,-ywać
bordo,żałobniczka,0.90033066,N:N,-ka
żółty,praobraz,0.91465133,N:N,pra-
zielony,wyszorować,0.8767906,V:V,wy-
niebieski,spółdzielczyni,0.88150626,ADJ:N,-yni
szary,indowy,0.9413505,N:ADJ,-owy
biały,zaczepiać,0.9095537,V:V,za-
fioletowy,numeanka,0.91012526,N:N,-ka
pomarańczowy,czerwonka,0.95955235,ADJ:N,-ka
różowy,prestidigitatorski,0.91885567,N:ADJ,-ski
czerwony,katakumbowość,0.8521811,ADJ:N,-ość
czarny,zawoalowany,0.9310704,V:ADJ,-any
brązowy,faścianka,0.8132438,N:N,-ka
potomek,hungarysta,0.84083575,N:N,-ysta
południe,puszeczka,0.7928429,N:N,-eczka
tłumaczyć,eurokratka,0.7995906,N:N,-ka
truć,surferka,0.9575559,N:N,-ka
planeta,Dydakowy,0.7973071,N:ADJ,-owy
tokarz,strawienie,0.91350704,V:N,-enie
kierować,wrześniaczka,0.8138947,N:N,-ka
sterować,Mariuszówna,0.7340149,N:N,-ówna
palić,tematyka,0.8399051,N:N,-ka
więzić,śmiesznostka,0.85300297,N:N,-ka
nagły,żaglowy,0.9100965,N:ADJ,-owy
król,seksualnie,0.8691025,ADJ:ADV,-ie
zdać,odwiedzenie,0.9094623,V:N,-enie
butla,owsianka,0.9418938,ADJ:N,-ka
bieda,radiowy,0.84063244,N:ADJ,-owy
pytać,nieobecność,0.8934456,ADJ:N,-ość
móc,źrebak,0.9369893,N:N,-ak
komora,antyfaszystowski,0.88062525,N:ADJ,-owski
bliski,hydrotermiczny,0.8863165,ADJ:ADJ,hydro-
pić,pedofilia,0.86908364,N:N,-ia
Wikipedia,geszefcik,0.7760568,N:N,-ik
krzyż,zagadanie,0.8712473,V:N,-anie
chodzić,podrożeć,0.9639266,V:V,po-
straż,zatytułować,0.85751134,V:V,za-
przestrzec,smukło,0.96022385,ADJ:ADV,-o
grać,chromatynowy,0.9119358,N:ADJ,-owy
księga,nagrywać,0.83230466,V:V,-ywać
duży,stenograficznie,0.8860035,ADJ:ADV,-ie
wytrysk,synowy,0.7885136,N:ADJ,-owy
kazać,kraterowy,0.9098771,N:ADJ,-owy
brud,purynowy,0.8729703,N:ADJ,-owy
szwagier,przepowiedzieć,0.87061566,V:V,prze-
noc,frekwencyjny,0.87975943,N:ADJ,-ny
skory,współasystować,0.8595119,V:V,współ-
padek,śrutówka,0.8920722,N:N,-ówka
badać,narwać,0.9661742,V:V,na-
naleźć,podle,0.86454415,ADJ:ADV,-e
robić,youtuberka,0.8331816,N:N,-ka
waga,papierniczy,0.8626427,N:ADJ,-czy
Śląsk,złagodzenie,0.8839212,N:N,z-
spółka,stronnik,0.87801456,N:N,-nik
sito,rozległość,0.8098819,ADJ:N,-ość
kawa,wojciechowianka,0.832215,N:N,-ka
kopciuch,edylski,0.94273543,N:ADJ,-ski
cały,myślozbrodniarz,0.8781992,N:N,-arz
miesiąc,artylerzystka,0.87074,N:N,-ka
przymiot,afirmatywnie,0.80144536,ADJ:ADV,-ie
znaczyć,kaszka,0.8580134,N:N,-ka
spoić,dawkować,0.9243524,N:V,-ować
mąż,strumienica,0.77397615,N:N,-ica
stać,celujący,0.9085529,V:ADJ,-ący
położyć,sekowanie,0.87472576,V:N,-anie
panew,dotyczyć,0.78910434,N:V,-yć
imię,leniuch,0.81087875,N:N,-uch
urodzić,zajście,0.91774327,V:N,-ie
nożyce,Schetynianka,0.9186428,N:N,-anka
Walenty,bagrownica,0.87646466,V:N,-nica
uwaga,Alemanka,0.90027726,N:N,-ka
jeść,kijowianka,0.92809725,N:N,-ka
drukować,wstępowanie,0.87117386,V:N,-anie
druk,niedźwiedziowato,0.8248806,ADJ:ADV,-o
większy,łowczyna,0.90092856,ADJ:N,-yna
tyrać,Janowicz,0.91070706,N:N,-wicz
kuchnia,przedrzeźniacz,0.9040313,V:N,-acz
łaźnia,Piotrostwo,0.85945255,N:N,-stwo
piwo,machinalnie,0.91709524,ADJ:ADV,-ie
sypiać,Rajmundek,0.8619521,N:N,-ek
prać,miernota,0.9224204,ADJ:N,-ota
lód,nieuctwo,0.8852036,N:N,-ctwo
suszyć,mariensztacko,0.9124716,ADJ:ADV,-o
polski,tumakowy,0.84843695,N:ADJ,-owy
jeść,behawioralny,0.8839302,N:ADJ,-alny
stąpić,widoczny,0.8903363,N:ADJ,-ny
kwadrat,koniakowianka,0.85292214,N:N,-ka
łączyć,elektroenergetyczny,0.8191548,N:ADJ,-ny
pleść,syczek,0.9040527,N:N,-ek
środa,nieintencjonalny,0.9002813,ADJ:ADJ,nie-
niedźwiedź,formowanie,0.90861344,V:N,-anie
guz,strażacki,0.82282794,N:ADJ,-cki
kłąb,zjednywanie,0.9335495,V:N,-anie
szczęście,doić,0.93447965,N:V,-ić
kopnąć,Długoszowski,0.90479267,N:ADJ,-owski
codzienny,lizanie,0.8869681,V:N,-anie
płaski,przesunięcie,0.91665375,V:N,-ęcie
strzała,prządkowaty,0.9221448,N:ADJ,-owaty
pocałować,ciekły,0.93994945,V:ADJ,-ły
pies,rozrąbać,0.8897101,V:V,roz-
kanapa,paltko,0.958073,N:N,-ko
wykrzyknąć,sczesać,0.9336516,V:V,s-
biskup,bimbrownictwo,0.7737404,N:N,-ctwo
sprawiedliwy,Zenuś,0.8693583,N:N,-uś
sport,ustnik,0.87092155,N:N,-nik
otyły,archetypiczny,0.9045981,N:ADJ,-iczny
model,buntownik,0.9293406,V:N,-nik
mrówa,mankiecik,0.89750105,N:N,-ik
sznur,nieremasterowanie,0.8708858,N:N,nie-
waliza,fotogeniczność,0.90376866,ADJ:N,-ość
ostać,przekształcenie,0.89596003,N:N,prze-
student,cerowanie,0.9023659,V:N,-anie
zapalić,basztowy,0.88881975,N:ADJ,-owy
złoto,gabanie,0.73076195,V:N,-anie
spoić,niesakralizowanie,0.8486111,N:N,nie-
młody,wnoszenie,0.9050534,V:N,-enie
ssać,nosorożcowy,0.9064071,N:ADJ,-owy
waga,płyteczka,0.9117563,N:N,-eczka
ława,przedrzeźniactwo,0.9143016,N:N,-ctwo
jaszczur,olbrzymowy,0.8908473,ADJ:ADJ,-owy
nowy,zesuwać,0.89233154,V:V,ze-
przewodzić,dotrzepać,0.926881,V:V,do-
ogień,moczanowy,0.9225887,N:ADJ,-owy
poświęcić,dziesięciozłotówka,0.8196696,ADJ:N,-ka
piosenka,zanocować,0.8597871,V:V,za-
popiół,skostniałość,0.93837196,ADJ:N,-ość
budować,endonimiczny,0.8389196,N:ADJ,-iczny
siny,zliczyć,0.766683,V:V,z-
koszyk,prazeodymowy,0.92530644,N:ADJ,-owy
wielki,zgłoskowy,0.9077435,N:ADJ,-owy
szczery,oktawista,0.8897261,N:N,-ista
kapłan,fartuchowy,0.86534023,N:ADJ,-owy
kłamać,stragarz,0.92140025,N:N,s-
wojsko,niezmordowany,0.8645926,ADJ:ADJ,nie-
przeszły,ziemianka,0.93011695,N:N,-anka
męczyć,karmić,0.90140957,N:V,-ić
pała,luterstwo,0.91853845,ADJ:N,-stwo
lobby,kantyczkowy,0.8581653,N:ADJ,-owy
zamknąć,borówka,0.85542554,N:N,-ówka
nuda,karanie,0.8995273,V:N,-anie
akuszer,urzec,0.8631657,V:V,u-
bóg,śledczy,0.8673113,V:ADJ,-czy
dół,mizoginiczny,0.8511517,N:ADJ,-iczny
góra,przypalić,0.885872,N:V,-ić
ogród,modniarski,0.8901911,N:ADJ,-ski
opieka,opamiętywać,0.8953917,V:V,-ywać
wdowa,niemuzykalność,0.80227554,ADJ:N,-ość
Estonia,własnościowy,0.77636355,N:ADJ,-owy
Węgry,przypadkowość,0.81314313,ADJ:N,-ość
Łotwa,gadatliwość,0.7928443,ADJ:N,-ość
Kanton,wackować,0.81802434,N:V,-ować
Stalin,zawiłość,0.8280072,ADJ:N,-ość
wodny,zajść,0.8928538,V:V,za-
grzeczny,abecadłowy,0.9237014,N:ADJ,-owy
indoeuropejski,pienisty,0.91175836,N:ADJ,-isty
erotyka,Trędzina,0.8537035,N:N,-ina
szyba,rogal,0.9392105,N:N,-al
zmęczyć,delikwentka,0.87201995,N:N,-ka
ciekać,degustatorski,0.9330394,N:ADJ,-ski
ciekawy,ceglarstwo,0.8952788,N:N,-stwo
prawidło,wszechstronność,0.94455534,ADJ:N,-ość
król,wariacyjny,0.8658263,N:ADJ,-ny
podróż,wyolbrzymienie,0.9300313,V:N,-enie
piękny,Zygmuntowy,0.9215531,N:ADJ,-owy
dupa,audiologia,0.8505394,N:N,-ia
próba,schrupać,0.90322655,V:V,s-
niepodległy,cwaniaczyć,0.8925859,N:V,-yć
golf,drgnąć,0.871143,V:V,-nąć
polecić,flawonoidowy,0.92340493,N:ADJ,-owy
iść,komicznie,0.9384817,ADJ:ADV,-ie
kupić,nerwica,0.86124706,N:N,-ica
iść,splunąć,0.9378398,V:V,s-
gamrat,tańczenie,0.8839161,V:N,-enie
dżudoka,ciupażka,0.9536658,N:N,-ka
Szwed,spsienie,0.8726924,V:N,-enie
głęboki,przepalić,0.92376256,V:V,prze-
zaprosić,macierzysty,0.91193306,N:ADJ,-ysty
ciężar,piżmaczek,0.9222977,N:N,-ek
pomnieć,dyletantyzm,0.8919363,N:N,-yzm
Ukraina,rędzina,0.75809145,N:N,-ina
wolny,zagrażający,0.927075,V:ADJ,-ący
zwykły,wyszperać,0.91849726,V:V,wy-
metr,eurowalutowy,0.8362167,N:ADJ,-owy
leń,rzemieślnik,0.92261183,N:N,-nik
śmieci,skaleczenie,0.9279497,ADJ:N,-enie
kopać,stracony,0.9278183,V:ADJ,-ony
lew,patrologiczny,0.8278353,N:ADJ,-iczny
wiśnia,zeszmacenie,0.9222605,V:N,-enie
ciągnąć,rasistyczny,0.878346,N:ADJ,-yczny
taksa,kalwinistycznie,0.860642,ADJ:ADV,-ie
zmienić,warkoczyk,0.89028805,N:N,-yk
optymista,przetrzeć,0.9289671,V:V,prze-
pesymista,urzędnik,0.90277225,N:N,-ny
jadać,ansamblowy,0.91951597,N:ADJ,-owy
jadalny,referacik,0.9312432,N:N,-ik
Białoruś,parafiaństwo,0.8444259,ADJ:N,-stwo
narodowy,żychlinianka,0.8657062,N:N,-ka
tajemny,czarci,0.9358384,N:ADJ,-i
wieść,molekularnie,0.8729918,ADJ:ADV,-ie
naprawić,Reunionka,0.83336323,N:N,-ka
iść,Abelardowy,0.89618325,N:ADJ,-owy
zarobić,wujaszkowy,0.9079593,N:ADJ,-owy
ostrzec,mleczan,0.8898891,N:N,-an
różny,przefiltrowywać,0.8606512,V:V,-ywać
żebrać,oceanografia,0.8556548,N:N,-ia
szantaż,monetka,0.89372367,N:N,-ka
Indonezja,charkowianka,0.76717234,N:N,-ka
Bretania,produkcyjnie,0.82354486,ADJ:ADV,-ie
zająć,szyjeczka,0.86522716,N:N,-eczka
dym,cukierniczka,0.8648755,N:N,-ka
przetaczać,nóżka,0.89628243,N:N,-ka
len,Katangijka,0.8781626,N:N,-ka
pisać,imitatywność,0.90346086,ADJ:N,-ość
taniec,półletalny,0.90887237,ADJ:ADJ,pół-
zacząć,mużycki,0.8501256,N:ADJ,-cki
żaba,nienadłamywanie,0.8899916,N:N,nie-
ryba,antropomorfizacyjny,0.8538329,N:ADJ,-ny
niedźwiedź,Rychlikowa,0.77242553,N:N,-owa
rzepa,obuwać,0.89931756,V:V,-wać
obuwie,adherentka,0.84848535,N:N,-ka
pole,epigraficzka,0.8502673,N:N,-ka
praca,córeczka,0.94385207,N:N,-eczka
przesadzić,okiść,0.9455697,N:N,o-
dąb,przeglądarka,0.90303385,V:N,-arka
wiąz,kolegować,0.9113723,N:V,-ować
złość,Kremerowa,0.79371405,N:N,-owa
ograniczyć,opalenizna,0.86665404,V:N,-izna
gniazdo,deszczyk,0.94541484,N:N,-yk
gryźć,kameralność,0.917611,ADJ:N,-ość
budzić,konstrukcyjnie,0.8750899,ADJ:ADV,-ie
puszcza,stempelek,0.9151233,N:N,-ek
obiecać,lekkostrawność,0.9062801,ADJ:N,-ość
wrócić,botoksowy,0.9069363,N:ADJ,-owy
smak,spaślak,0.8909634,V:N,-ak
tęcza,wyspać,0.9161356,V:V,wy-
róg,adeninowy,0.90264064,N:ADJ,-owy
żyć,niewolnica,0.88002545,N:N,-nica
razić,imprymowanie,0.9319314,V:N,-anie
jąć,średniówkowy,0.9146355,N:ADJ,-owy
buchać,ośrodkowy,0.8608635,N:ADJ,-owy
dychać,twarogowy,0.93449426,N:ADJ,-owy
mordować,symbolizacja,0.9098129,V:N,-cja
maska,orkiestrówka,0.84808505,N:N,-ówka
marny,suporcik,0.9163516,N:N,-ik
dać,przedmecz,0.8730888,N:N,przed-
dawać,winny,0.9013421,N:ADJ,-ny
soczewica,prysznicowy,0.89636844,N:ADJ,-owy
wosk,kryczka,0.9150174,N:N,-ka
opisać,zrywać,0.9167323,V:V,-ać
wyspa,krwiopijczy,0.85512114,N:ADJ,-czy
używać,Hanowerczyk,0.8237118,N:N,-czyk
trawa,moralizatorstwo,0.8832318,N:N,-stwo
kolej,pomykanie,0.92085254,V:N,-anie
kłamać,Agopsowiczowa,0.8364655,N:N,-owa
łatwy,betainowy,0.9281417,N:ADJ,-owy
całkowity,trójwymiarowo,0.9420348,ADJ:ADV,-o
cały,kapucha,0.83354133,N:N,-cha
słoń,mariawityzm,0.8835087,N:N,-yzm
użytkować,emanowanie,0.86456025,V:N,-anie
konieczny,makaronik,0.8012553,N:N,-ik
lato,pastusi,0.83100456,N:ADJ,-i
elektryczny,prymitywistyczny,0.9203461,N:ADJ,-yczny
róg,akceptowalny,0.88677734,V:ADJ,-alny
książę,gazówka,0.72709644,N:N,-ówka
pieśń,parczek,0.9149525,N:N,-ek
rudy,postraszyć,0.8919231,V:V,po-
prosić,happeningowy,0.8625812,N:ADJ,-owy
