pivot,inflection,P-I similarity
sobrecargar,sobrecarga,0.5134212489915079
sobrecargar,sobrecargamos,0.5336182615686346
sobrecargar,sobrecargan,0.5574302474174888
sobrecargar,sobrecargaba,0.4538306602014155
sobrecargar,sobrecargaba,0.4538306602014155
sobrecargar,sobrecargaba,0.4538306602014155
sobrecargar,sobrecargaban,0.5239424907059372
sobrecargar,sobrecargará,0.5106562916409381
sobrecargar,sobrecargará,0.5106562916409381
filar,filo,0.3475043311048269
filar,filas,0.33465327306580883
filar,fila,0.4684664111628003
filar,fila,0.4684664111628003
atender,atiendo,0.38125755074572787
atender,atiendes,0.36144459449207467
atender,atiende,0.688241294806064
atender,atiende,0.688241294806064
atender,atendemos,0.5381963624057086
atender,atendéis,0.24536291287875134
atender,atienden,0.6941707157382938
atender,atendía,0.5516000801921023
atender,atendía,0.5516000801921023
atender,atendía,0.5516000801921023
atender,atendíamos,0.5132280600500431
atender,atendían,0.580589625481696
atender,atenderé,0.45865850956751375
atender,atenderás,0.4049788633166125
atender,atenderá,0.652621519023551
atender,atenderá,0.652621519023551
atender,atenderemos,0.45681228873334767
atender,atenderán,0.6637324556690188
uniformizar,uniformiza,0.46437560416710166
uniformizar,uniformiza,0.46437560416710166
uniformizar,uniformizan,0.4836680975222446
aviar,avío,0.2199982599145679
aviar,avía,0.13571894089642733
aviar,avía,0.13571894089642733
aviar,aviamos,0.13946892547769574
aviar,avían,0.16894960901388045
precipitar,precipito,0.340459562959619
precipitar,precipitas,0.30966157704379027
precipitar,precipita,0.5717433866196763
precipitar,precipita,0.5717433866196763
precipitar,precipitamos,0.3628593207564079
precipitar,precipitan,0.54357535885976
precipitar,precipitaba,0.43722918037945324
precipitar,precipitaba,0.43722918037945324
precipitar,precipitaba,0.43722918037945324
precipitar,precipitaban,0.3919259605583021
precipitar,precipitará,0.5611583941388149
precipitar,precipitará,0.5611583941388149
precipitar,precipitarán,0.5503485712796315
hachar,hacho,0.40354135113894407
hachar,hachas,0.46536124993159855
hachar,hacha,0.46793072103778743
hachar,hacha,0.46793072103778743
adivinar,adivino,0.4816458719428127
adivinar,adivinas,0.44435794920233773
adivinar,adivina,0.6025781025887159
adivinar,adivina,0.6025781025887159
adivinar,adivinamos,0.4460958413672904
adivinar,adivináis,0.5325483508550934
adivinar,adivinan,0.4991207337139085
adivinar,adivinaba,0.5797833009465774
adivinar,adivinaba,0.5797833009465774
adivinar,adivinaba,0.5797833009465774
adivinar,adivinábamos,0.4939165621976358
adivinar,adivinaban,0.5751576516661986
adivinar,adivinará,0.555565208538693
adivinar,adivinará,0.555565208538693
adivinar,adivinarán,0.568481607772385
ensartar,ensarta,0.6363681991507764
ensartar,ensarta,0.6363681991507764
ensartar,ensartan,0.6752624022466776
ensartar,ensartaba,0.7686627420218631
ensartar,ensartaba,0.7686627420218631
ensartar,ensartaba,0.7686627420218631
mancomunar,mancomuna,0.578604539587741
mancomunar,mancomuna,0.578604539587741
mancomunar,mancomunamos,0.578435135820428
mancomunar,mancomunan,0.5874359857553
mancomunar,mancomunarán,0.5806558347904762
perpetuar,perpetúa,0.6640294015309114
perpetuar,perpetúa,0.6640294015309114
perpetuar,perpetuamos,0.5142349528388208
perpetuar,perpetúan,0.5756965384825836
perpetuar,perpetuaba,0.5575822112944427
perpetuar,perpetuaba,0.5575822112944427
perpetuar,perpetuaba,0.5575822112944427
perpetuar,perpetuaban,0.5243398667619255
perpetuar,perpetuará,0.5416755820192969
perpetuar,perpetuará,0.5416755820192969
perpetuar,perpetuarán,0.5377954159697528
enmarañar,enmaraña,0.6072857815036627
enmarañar,enmaraña,0.6072857815036627
enmarañar,enmarañan,0.4969762883634523
enmarañar,enmarañaba,0.572316041484147
enmarañar,enmarañaba,0.572316041484147
enmarañar,enmarañaba,0.572316041484147
enmarañar,enmarañaban,0.4892371444906274
agavillar,agavilla,0.7333163761780728
agavillar,agavilla,0.7333163761780728
amilanar,amilana,0.6180796689155955
amilanar,amilana,0.6180796689155955
amilanar,amilanan,0.5391337454757398
amilanar,amilanaba,0.6102860794258205
amilanar,amilanaba,0.6102860794258205
amilanar,amilanaba,0.6102860794258205
amilanar,amilanará,0.564199672190411
amilanar,amilanará,0.564199672190411
achicharrar,achicharra,0.7636572336819148
achicharrar,achicharra,0.7636572336819148
achicharrar,achicharraba,0.7321769177939081
achicharrar,achicharraba,0.7321769177939081
achicharrar,achicharraba,0.7321769177939081
pronunciar,pronuncio,0.44693477801146797
pronunciar,pronuncias,0.48854529384777856
pronunciar,pronuncia,0.6300028892070757
pronunciar,pronuncia,0.6300028892070757
pronunciar,pronunciamos,0.3517957448669842
pronunciar,pronuncian,0.5555521586465048
pronunciar,pronunciaba,0.6408278874105643
pronunciar,pronunciaba,0.6408278874105643
pronunciar,pronunciaba,0.6408278874105643
pronunciar,pronunciábamos,0.4381292384990332
pronunciar,pronunciaban,0.5643523351501903
pronunciar,pronunciaré,0.519775227598441
pronunciar,pronunciarás,0.3852752332778051
pronunciar,pronunciará,0.5461025602712923
pronunciar,pronunciará,0.5461025602712923
pronunciar,pronunciaremos,0.2859828542164612
pronunciar,pronunciarán,0.500125948989095
macizar,macizo,0.43284421638443593
macizar,macizas,0.596913788682612
macizar,maciza,0.549157607327402
macizar,maciza,0.549157607327402
incorporar,incorporo,0.3596554116848152
incorporar,incorporas,0.3119110885483032
incorporar,incorpora,0.5586208580998789
incorporar,incorpora,0.5586208580998789
incorporar,incorporamos,0.46167734387164483
incorporar,incorporan,0.612570370650684
incorporar,incorporaba,0.5596448358832813
incorporar,incorporaba,0.5596448358832813
incorporar,incorporaba,0.5596448358832813
incorporar,incorporábamos,0.43223167391909223
incorporar,incorporaban,0.5359839227376105
incorporar,incorporaré,0.37888060577896754
incorporar,incorporará,0.5773898564982115
incorporar,incorporará,0.5773898564982115
incorporar,incorporaremos,0.5174592936604174
incorporar,incorporarán,0.5521936066144862
trasbordar,trasbordo,0.6573732054951155
trasbordar,trasborda,0.5992956651742947
trasbordar,trasborda,0.5992956651742947
trasbordar,trasbordan,0.5603239459324495
traficar,trafico,0.470295110433698
traficar,trafica,0.5714672413043302
traficar,trafica,0.5714672413043302
traficar,trafican,0.6444426386375636
traficar,traficaba,0.7073653457242235
traficar,traficaba,0.7073653457242235
traficar,traficaba,0.7073653457242235
traficar,traficaban,0.6664711895057529
heredar,heredo,0.5034377239662342
heredar,heredas,0.41186701862387687
heredar,hereda,0.5844812659691794
heredar,hereda,0.5844812659691794
heredar,heredamos,0.36128529175562263
heredar,heredan,0.5760710643845455
heredar,heredaba,0.6133385798312088
heredar,heredaba,0.6133385798312088
heredar,heredaba,0.6133385798312088
heredar,heredábamos,0.4380804890827177
heredar,heredaban,0.5804936324833305
heredar,heredarás,0.44076462217445744
heredar,heredará,0.49307300855861924
heredar,heredará,0.49307300855861924
heredar,heredaremos,0.3943723525736301
heredar,heredaréis,0.4182249666341191
heredar,heredarán,0.5271835454134355
entronizar,entroniza,0.5766609959449787
entronizar,entroniza,0.5766609959449787
entronizar,entronizan,0.5817454627310024
entronizar,entronizaba,0.6058557418032828
entronizar,entronizaba,0.6058557418032828
entronizar,entronizaba,0.6058557418032828
entronizar,entronizará,0.5838421077155528
entronizar,entronizará,0.5838421077155528
endurecer,endurece,0.6826676600419062
endurecer,endurece,0.6826676600419062
endurecer,endurecemos,0.3955006941505762
endurecer,endurecen,0.6353679942331465
endurecer,endurecía,0.5405714871237578
endurecer,endurecía,0.5405714871237578
endurecer,endurecía,0.5405714871237578
endurecer,endurecían,0.442160699640213
endurecer,endureceré,0.31261994155656314
endurecer,endurecerá,0.6598409564944415
endurecer,endurecerá,0.6598409564944415
endurecer,endurecerán,0.5438097072074538
loguear,logueo,0.8522567209801037
loguear,loguean,0.8199022333100839
pulir,pulo,0.2982853040630149
pulir,pules,0.40675056198074144
pulir,pule,0.5278227927688491
pulir,pule,0.5278227927688491
pulir,pulimos,0.4541888837669277
pulir,pulen,0.5085975287101557
pulir,pulía,0.6000855685673826
pulir,pulía,0.6000855685673826
pulir,pulía,0.6000855685673826
pulir,pulían,0.4861791626852803
pulir,pulirá,0.48706353561951343
pulir,pulirá,0.48706353561951343
pulir,pulirán,0.453301836880188
incitar,incito,0.39694982285069713
incitar,incitas,0.3093698627352732
incitar,incita,0.6059311690329219
incitar,incita,0.6059311690329219
incitar,incitamos,0.46778637472069584
incitar,incitan,0.6161111278222746
incitar,incitaba,0.5875482336308478
incitar,incitaba,0.5875482336308478
incitar,incitaba,0.5875482336308478
incitar,incitaban,0.6290344620458123
incitar,incitará,0.5002172831640607
incitar,incitará,0.5002172831640607
incitar,incitarán,0.5457428972105604
atosigar,atosiga,0.5782822439281505
atosigar,atosiga,0.5782822439281505
atosigar,atosigan,0.574359057166556
atosigar,atosigaba,0.6305081991603517
atosigar,atosigaba,0.6305081991603517
atosigar,atosigaba,0.6305081991603517
atosigar,atosigaban,0.6666733333808722
cristianizar,cristianiza,0.4448367178759032
cristianizar,cristianiza,0.4448367178759032
cristianizar,cristianizan,0.5537940584674272
recontar,recuento,0.5558351189346368
recontar,recuenta,0.34126110875090887
recontar,recuenta,0.34126110875090887
recontar,recuentan,0.48845999027203446
recontar,recontaba,0.3837468060696665
recontar,recontaba,0.3837468060696665
recontar,recontaba,0.3837468060696665
recontar,recontará,0.6624811891380816
recontar,recontará,0.6624811891380816
recontar,recontarán,0.653310002320849
incautar,incauto,0.3191255071295842
incautar,incautas,0.24737980580512398
incautar,incauta,0.4931282140961786
incautar,incauta,0.4931282140961786
incautar,incautan,0.5859677039879587
incautar,incautaba,0.5460739551575239
incautar,incautaba,0.5460739551575239
incautar,incautaba,0.5460739551575239
incautar,incautaban,0.5767732582528999
incautar,incautará,0.5216286332410613
incautar,incautará,0.5216286332410613
incautar,incautarán,0.5806793467433561
confiscar,confisco,0.5224252167129608
confiscar,confisca,0.6389727588642021
confiscar,confisca,0.6389727588642021
confiscar,confiscamos,0.4910286959842771
confiscar,confiscan,0.5818312947166523
confiscar,confiscaba,0.6204085187983602
confiscar,confiscaba,0.6204085187983602
confiscar,confiscaba,0.6204085187983602
confiscar,confiscaban,0.5018476175630305
confiscar,confiscará,0.5772828630637287
confiscar,confiscará,0.5772828630637287
confiscar,confiscarán,0.5981787866937357
prostituir,prostituyo,0.4115873881879024
prostituir,prostituye,0.5437906015320525
prostituir,prostituye,0.5437906015320525
prostituir,prostituyen,0.527899734581766
prostituir,prostituía,0.6998106084844473
prostituir,prostituía,0.6998106084844473
prostituir,prostituía,0.6998106084844473
prostituir,prostituían,0.6163459453079856
empalidecer,empalidece,0.6542606033176781
empalidecer,empalidece,0.6542606033176781
empalidecer,empalidecen,0.7409477206143018
ausentar,ausento,0.5962174370132755
ausentar,ausenta,0.5543572297889765
ausentar,ausenta,0.5543572297889765
ausentar,ausentan,0.5264267577754294
ausentar,ausentaba,0.5746223642999727
ausentar,ausentaba,0.5746223642999727
ausentar,ausentaba,0.5746223642999727
ausentar,ausentaban,0.5972240546121349
ausentar,ausentaré,0.6564159484223557
ausentar,ausentará,0.5099889025450038
ausentar,ausentará,0.5099889025450038
ausentar,ausentarán,0.4993322575802609
antedatar,antedata,0.6349916311070809
antedatar,antedata,0.6349916311070809
antedatar,antedatan,0.6794631271025283
accidentar,accidento,0.7447062548672053
accidentar,accidenta,0.4699000734803478
accidentar,accidenta,0.4699000734803478
accidentar,accidentan,0.5128809492621184
accidentar,accidentaba,0.782552164625586
accidentar,accidentaba,0.782552164625586
accidentar,accidentaba,0.782552164625586
supurar,supura,0.7501826752198012
supurar,supura,0.7501826752198012
supurar,supuran,0.7245446521354019
supurar,supuraba,0.7339072146067215
supurar,supuraba,0.7339072146067215
supurar,supuraba,0.7339072146067215
supurar,supuraban,0.7888989383390147
impedir,impido,0.40326331864681453
impedir,impides,0.355812537083676
impedir,impide,0.5345605764111907
impedir,impide,0.5345605764111907
impedir,impedimos,0.45656533199534466
impedir,impiden,0.522417175462449
impedir,impedía,0.4623187857071154
impedir,impedía,0.4623187857071154
impedir,impedía,0.4623187857071154
impedir,impedían,0.4477380634174113
impedir,impediré,0.4274165044279721
impedir,impedirá,0.535280941067259
impedir,impedirá,0.535280941067259
impedir,impediremos,0.49655489761630434
impedir,impedirán,0.4977654692009241
silbar,silbo,0.4888655252847811
silbar,silbas,0.5521142041805805
silbar,silba,0.5758116984789171
silbar,silba,0.5758116984789171
silbar,silbamos,0.5538528279520554
silbar,silban,0.5630260129586335
silbar,silbaba,0.6043104836597606
silbar,silbaba,0.6043104836597606
silbar,silbaba,0.6043104836597606
silbar,silbaban,0.5341395624221915
silbar,silbará,0.397493473435385
silbar,silbará,0.397493473435385
silbar,silbarán,0.5082670954871861
tronchar,troncho,0.68915149392357
tronchar,troncha,0.7923471863833534
tronchar,troncha,0.7923471863833534
tronchar,tronchan,0.7587878443833554
tronchar,tronchaba,0.6994355417254933
tronchar,tronchaba,0.6994355417254933
tronchar,tronchaba,0.6994355417254933
erosionar,erosiona,0.6055688900905245
erosionar,erosiona,0.6055688900905245
erosionar,erosionan,0.6136871049300273
erosionar,erosionaba,0.4909061799063861
erosionar,erosionaba,0.4909061799063861
erosionar,erosionaba,0.4909061799063861
erosionar,erosionaban,0.5240606158753242
erosionar,erosionará,0.5407532641330027
erosionar,erosionará,0.5407532641330027
erosionar,erosionarán,0.49993028832706565
reclasificar,reclasifica,0.5070012534116323
reclasificar,reclasifica,0.5070012534116323
reclasificar,reclasifican,0.3856067933899052
reclasificar,reclasificará,0.552970971276301
reclasificar,reclasificará,0.552970971276301
reclasificar,reclasificarán,0.47712911911583133
clonar,clona,0.5688969360850533
clonar,clona,0.5688969360850533
clonar,clonan,0.5258239279011969
clonar,clonaba,0.494656697539116
clonar,clonaba,0.494656697539116
clonar,clonaba,0.494656697539116
clonar,clonaban,0.4143301107845373
clonar,clonará,0.4500310163011736
clonar,clonará,0.4500310163011736
osar,oso,0.279829368561905
osar,osas,0.3781720175764284
osar,osa,0.41737420710766293
osar,osa,0.41737420710766293
osar,osamos,0.6652965906606582
osar,osáis,0.6410924629481826
osar,osan,0.5812995142024886
osar,osaba,0.7070071033952767
osar,osaba,0.7070071033952767
osar,osaba,0.7070071033952767
osar,osaban,0.6619496302586866
osar,osaré,0.6756444059445701
osar,osará,0.6660029726197475
osar,osará,0.6660029726197475
osar,osarán,0.6107555462315282
tararear,tarareo,0.7122127125587625
tararear,tararea,0.6616999364619666
tararear,tararea,0.6616999364619666
tararear,tararean,0.7292907285451006
tararear,tarareaba,0.7273524927321015
tararear,tarareaba,0.7273524927321015
tararear,tarareaba,0.7273524927321015
tararear,tarareaban,0.7101411950772638
acondicionar,acondiciono,0.4346100434217405
acondicionar,acondiciona,0.5328101996649859
acondicionar,acondiciona,0.5328101996649859
acondicionar,acondicionamos,0.47716969677313315
acondicionar,acondicionan,0.5252158795945083
acondicionar,acondicionaba,0.4895700086721545
acondicionar,acondicionaba,0.4895700086721545
acondicionar,acondicionaba,0.4895700086721545
acondicionar,acondicionaban,0.4576967527410871
acondicionar,acondicionará,0.4692774803320072
acondicionar,acondicionará,0.4692774803320072
acondicionar,acondicionarán,0.5105847962113668
tostar,tuesta,0.7155039352555267
tostar,tuesta,0.7155039352555267
tostar,tuestan,0.6940558428149742
tostar,tostaba,0.6439447691658641
tostar,tostaba,0.6439447691658641
tostar,tostaba,0.6439447691658641
tostar,tostaban,0.6642963597948375
infraccionar,infracciona,0.6339014638836771
infraccionar,infracciona,0.6339014638836771
infraccionar,infraccionan,0.6880886638824569
infraccionar,infraccionará,0.7180644509733962
infraccionar,infraccionará,0.7180644509733962
comparar,comparo,0.44025045004301344
comparar,comparas,0.4311467771912383
comparar,compara,0.6310278256905322
comparar,compara,0.6310278256905322
comparar,comparamos,0.5356643190735398
comparar,comparáis,0.41610723787417836
comparar,comparan,0.6451576163359374
comparar,comparaba,0.4892139068263015
comparar,comparaba,0.4892139068263015
comparar,comparaba,0.4892139068263015
comparar,comparaban,0.48746799639641214
comparar,compararé,0.2918649457114435
comparar,comparará,0.4809323463077978
comparar,comparará,0.4809323463077978
comparar,compararemos,0.4404030465058236
comparar,compararán,0.4966897998945463
maltear,malteo,0.8161015615408941
apestar,apestas,0.6415792489008426
apestar,apesta,0.5910579610518536
apestar,apesta,0.5910579610518536
apestar,apestan,0.5723485066166049
apestar,apestaba,0.5995122359877929
apestar,apestaba,0.5995122359877929
apestar,apestaba,0.5995122359877929
apestar,apestaban,0.6183893069124093
encomenzar,encomienza,0.8652444827036438
encomenzar,encomienza,0.8652444827036438
amparar,amparo,0.5676586720113832
amparar,amparas,0.33707688673036995
amparar,ampara,0.576519774900325
amparar,ampara,0.576519774900325
amparar,amparamos,0.49153665320067685
amparar,amparan,0.5346696349482165
amparar,amparaba,0.5356829583123239
amparar,amparaba,0.5356829583123239
amparar,amparaba,0.5356829583123239
amparar,amparaban,0.48096608615570424
amparar,ampararé,0.3848628975717927
amparar,ampararás,0.3983737796527731
amparar,amparará,0.5611374185799076
amparar,amparará,0.5611374185799076
amparar,ampararán,0.544664827664266
linear,lineas,0.28659582644778403
linear,linea,0.23426694357521072
linear,linea,0.23426694357521072
derribar,derribo,0.6716632662487119
derribar,derribas,0.34372040827489514
derribar,derriba,0.613060610202979
derribar,derriba,0.613060610202979
derribar,derribamos,0.5198399572119358
derribar,derriban,0.5814029758342493
derribar,derribaba,0.5762656628511437
derribar,derribaba,0.5762656628511437
derribar,derribaba,0.5762656628511437
derribar,derribaban,0.5449236327133499
derribar,derribaré,0.3755627504646377
derribar,derribará,0.5386540307902893
derribar,derribará,0.5386540307902893
derribar,derribarán,0.45148736673497913
anatematizar,anatematiza,0.7510759147529698
anatematizar,anatematiza,0.7510759147529698
figurar,figuro,0.32703514161726754
figurar,figuras,0.313888120437429
figurar,figura,0.4511363458756893
figurar,figura,0.4511363458756893
figurar,figuramos,0.25402489054248334
figurar,figuráis,0.3450113597004709
figurar,figuran,0.5065299207515096
figurar,figuraba,0.47976650236874707
figurar,figuraba,0.47976650236874707
figurar,figuraba,0.47976650236874707
figurar,figurábamos,0.3063602562902774
figurar,figuraban,0.47453590926244016
figurar,figurará,0.6140139935645316
figurar,figurará,0.6140139935645316
figurar,figuraremos,0.27162483363768364
figurar,figurarán,0.6031625326127451
desprender,desprendo,0.3716151995166368
desprender,desprendes,0.4556590438262411
desprender,desprende,0.4389553263977559
desprender,desprende,0.4389553263977559
desprender,desprendemos,0.40827769883472864
desprender,desprenden,0.5249321408837133
desprender,desprendía,0.48074329513268765
desprender,desprendía,0.48074329513268765
desprender,desprendía,0.48074329513268765
desprender,desprendían,0.4795534441344935
desprender,desprenderá,0.40864808132779484
