pivot,derivation,similarity,category,affix
car,szaruga,0.144886895052609,ADJ:N,-uga
dostrzec,cipka,0.13021528499459611,N:N,-ka
dorosły,radować,0.14237940818662387,N:V,-ować
pełnoletni,szańcowy,0.0949619195026209,N:ADJ,-owy
Czech,nadgorliwie,0.04380137779652826,ADV:ADV,nad-
podlać,podziałać,0.21829155687814206,V:V,po-
koń,sowchozowy,0.15357698119821572,N:ADJ,-owy
zwierz,neoliberalizm,0.0903487027723836,ADJ:N,-izm
beton,spolszczenie,0.0069297839944298945,V:N,-enie
wiatr,zaprzestanie,0.032320615118240914,V:N,-anie
napowietrzyć,Marcinowy,0.1167739305882648,N:ADJ,-owy
stryj,akordeonowy,0.21682586851517138,N:ADJ,-owy
zimny,spostrzec,0.15448280525739966,V:V,s-
przeziębić,przychodzić,0.3358896824896642,V:V,przy-
puch,genitalny,0.17131455992914701,N:ADJ,-ny
ametyst,kaperski,0.0803602298073871,N:ADJ,-ski
studia,tajemniczy,0.00473067236480329,N:ADJ,-czy
jedność,bajroniczny,0.16151901994385187,N:ADJ,-iczny
szczep,cieplarniany,0.1820819983687859,N:ADJ,-ny
prowadzić,odkrywczość,0.031097428952861494,ADJ:N,-ość
prowadzić,podzielny,0.11575529652391381,V:ADJ,-ny
doprowadzić,wszczynanie,0.16572074536799208,V:N,-anie
wodzić,widłoróg,0.18772297321834674,N:N,widło-
wodzić,przedostać,0.28353674775119775,V:V,prze-
przód,porosły,0.2331369763865988,V:ADJ,-ły
brać,graniczny,0.006411561121970166,N:ADJ,-ny
Litwa,spłacalny,0.22158921740955406,V:ADJ,-alny
igła,nacjonalizacja,0.12806712081549076,V:N,-cja
Polska,kalwinistka,0.3753621869226482,N:N,-ka
mały,kaleki,0.20551534331786236,N:ADJ,-i
zuchwały,gospodarczo,0.15904413049912547,ADJ:ADV,-o
teizm,wypiekać,0.08383693409266713,V:V,-ać
niemy,kangurzyca,0.23857002861069654,N:N,-yca
podać,nieudolnie,0.15083445088730119,ADJ:ADV,-ie
otworzyć,chrzestna,0.13093502636720378,ADJ:N,-a
otworzyć,przyoszczędzić,0.29278583743933817,V:V,przy-
ostać,leksykalnie,0.17946532117463843,ADJ:ADV,-ie
legły,tokować,0.10086763189454218,N:V,-ować
przyszły,kiełbacha,0.06523031019816805,N:N,-cha
wschód,wtrącanie,0.02588469189624598,V:N,-anie
zachód,transplantacyjny,0.12614359132032782,N:ADJ,-ny
kopać,chylenie,0.11850334304355215,V:N,-enie
miedź,patrycjuszka,0.18908764068028605,N:N,-ka
Bułgaria,zamanifestować,0.03380828016267001,V:V,za-
żelazo,mgławicowy,0.14979789421346235,N:ADJ,-owy
ciemny,porosnąć,0.3394341224343683,V:V,po-
próżny,fotometria,0.06206971992594934,N:N,-ia
Ameryka,natrzepać,0.1671214515516034,V:V,na-
obecny,bezsenność,0.06290232849304545,ADJ:N,-ość
zamknąć,ministerski,0.17611513338055418,N:ADJ,-ski
zegar,szwargotać,0.056603107734056635,N:V,-ać
wart,przezwać,0.16716174062397182,V:V,prze-
głupi,oddzialik,0.28353789826723363,N:N,-ik
alkohol,lasowanie,0.24685236430896373,V:N,-anie
myć,podchodzenie,0.1404296713995543,V:N,-enie
spadać,bitewka,0.13516765363143923,N:N,-ka
gwiazda,Germana,0.09787046012878964,N:N,-a
chciwy,proeuropejskość,0.13650305452606137,ADJ:N,-ość
mianować,pododdział,0.16247106013335566,N:N,pod-
dopełniać,poświęcać,0.27508340310175683,V:V,-ać
narzędzie,odwołać,0.07034622622633957,V:V,od-
miejsce,komunikowanie,0.13077532910336842,V:N,-anie
wołać,wyłapywać,0.29313837885864025,V:V,-ywać
zapomnieć,krwawić,0.24920323580097026,ADJ:V,-ić
słońce,niekonwencjonalnie,0.10191912147015669,ADJ:ADV,-ie
obiecać,konisko,0.12003728420550819,N:N,-isko
kolano,spławić,0.10511297291760324,N:V,-ić
bordo,żałobniczka,0.24456581251332854,N:N,-ka
żółty,praobraz,0.20761937777806927,N:N,pra-
zielony,wyszorować,0.2149301041042978,V:V,wy-
biały,zaczepiać,0.057064040821192985,V:V,za-
czarny,zawoalowany,0.1825736315968176,V:ADJ,-any
potomek,hungarysta,0.28283759447749524,N:N,-ysta
południe,puszeczka,0.12888258285210108,N:N,-eczka
truć,surferka,0.1720058745802555,N:N,-ka
palić,tematyka,0.028511377078971556,N:N,-ka
więzić,śmiesznostka,0.10764350822328983,N:N,-ka
nagły,żaglowy,0.1698375858924812,N:ADJ,-owy
król,seksualnie,0.12213330475673012,ADJ:ADV,-ie
zdać,odwiedzenie,0.17327399475718075,V:N,-enie
butla,owsianka,0.2400593271657655,ADJ:N,-ka
bieda,radiowy,0.0805476284028861,N:ADJ,-owy
pytać,nieobecność,0.13694933822061894,ADJ:N,-ość
móc,źrebak,0.11693549867271746,N:N,-ak
komora,antyfaszystowski,0.11054314926472197,N:ADJ,-owski
pić,pedofilia,0.15102442202876065,N:N,-ia
Wikipedia,geszefcik,0.19200652298928045,N:N,-ik
krzyż,zagadanie,0.05416736168129255,V:N,-anie
chodzić,podrożeć,0.2477135573521716,V:V,po-
straż,zatytułować,0.09523747644662128,V:V,za-
przestrzec,smukło,0.16028942015719982,ADJ:ADV,-o
księga,nagrywać,0.0688474169637644,V:V,-ywać
brud,purynowy,0.15097016163043442,N:ADJ,-owy
szwagier,przepowiedzieć,0.15027035976824366,V:V,prze-
noc,frekwencyjny,0.129475118105995,N:ADJ,-ny
padek,śrutówka,0.16927945828920343,N:N,-ówka
badać,narwać,0.22319309187594916,V:V,na-
naleźć,podle,0.1645499893680703,ADJ:ADV,-e
waga,papierniczy,0.14884578897167766,N:ADJ,-czy
Śląsk,złagodzenie,0.06840440689829852,N:N,z-
spółka,stronnik,0.11454386975238173,N:N,-nik
sito,rozległość,0.06193396122717798,ADJ:N,-ość
przymiot,afirmatywnie,0.24230259893386652,ADJ:ADV,-ie
znaczyć,kaszka,0.14540936906248092,N:N,-ka
spoić,dawkować,0.3330438106556073,N:V,-ować
mąż,strumienica,0.09698875485641023,N:N,-ica
stać,celujący,0.0594431230419733,V:ADJ,-ący
położyć,sekowanie,0.08109118667239967,V:N,-anie
panew,dotyczyć,0.01627545868386826,N:V,-yć
imię,leniuch,0.1043353827913317,N:N,-uch
urodzić,zajście,0.2357081103487465,V:N,-ie
jeść,kijowianka,0.24155130588674956,N:N,-ka
drukować,wstępowanie,0.12572723335011737,V:N,-anie
większy,łowczyna,0.11694291931477263,ADJ:N,-yna
tyrać,Janowicz,0.19759011379418112,N:N,-wicz
kuchnia,przedrzeźniacz,0.07151844982532407,V:N,-acz
piwo,machinalnie,0.18293670850418875,ADJ:ADV,-ie
prać,miernota,0.1688369813812628,ADJ:N,-ota
lód,nieuctwo,0.0924348229296712,N:N,-ctwo
jeść,behawioralny,0.05762143993254143,N:ADJ,-alny
stąpić,widoczny,0.054257436530622094,N:ADJ,-ny
łączyć,elektroenergetyczny,0.0700430539940794,N:ADJ,-ny
pleść,syczek,0.13892477906571565,N:N,-ek
środa,nieintencjonalny,0.10018250170337262,ADJ:ADJ,nie-
niedźwiedź,formowanie,-0.047810623987955436,V:N,-anie
guz,strażacki,0.19464075756912091,N:ADJ,-cki
kłąb,zjednywanie,0.07855526014161551,V:N,-anie
szczęście,doić,0.11423496287923329,N:V,-ić
kopnąć,Długoszowski,0.10802516994515132,N:ADJ,-owski
codzienny,lizanie,0.21856888111804418,V:N,-anie
płaski,przesunięcie,0.18656634255994597,V:N,-ęcie
pocałować,ciekły,0.14130707754237093,V:ADJ,-ły
pies,rozrąbać,0.308542400010006,V:V,roz-
kanapa,paltko,0.3439122365020141,N:N,-ko
wykrzyknąć,sczesać,0.3470970012659388,V:V,s-
biskup,bimbrownictwo,0.08964613864208015,N:N,-ctwo
sprawiedliwy,Zenuś,0.15694575514028752,N:N,-uś
sport,ustnik,0.09056959573608103,N:N,-nik
otyły,archetypiczny,0.2100009155189353,N:ADJ,-iczny
model,buntownik,0.16501921621525129,V:N,-nik
waliza,fotogeniczność,0.15700965247440357,ADJ:N,-ość
ostać,przekształcenie,0.06701962208358303,N:N,prze-
student,cerowanie,0.09164478568402379,V:N,-anie
zapalić,basztowy,0.19350467346795241,N:ADJ,-owy
młody,wnoszenie,0.02970436124597231,V:N,-enie
poświęcić,dziesięciozłotówka,0.08933780564888827,ADJ:N,-ka
piosenka,zanocować,0.0741096049281521,V:V,za-
popiół,skostniałość,0.11386127189931772,ADJ:N,-ość
siny,zliczyć,0.14375321900540894,V:V,z-
kłamać,stragarz,0.10599588759933054,N:N,s-
wojsko,niezmordowany,0.0811039251766108,ADJ:ADJ,nie-
przeszły,ziemianka,0.04963795834152973,N:N,-anka
męczyć,karmić,0.5530547835683335,N:V,-ić
pała,luterstwo,0.17634567820603575,ADJ:N,-stwo
zamknąć,borówka,0.019395605589286435,N:N,-ówka
nuda,karanie,0.14257842164876666,V:N,-anie
akuszer,urzec,0.14699292818727905,V:V,u-
bóg,śledczy,0.07209872705468978,V:ADJ,-czy
dół,mizoginiczny,0.18334243740771228,N:ADJ,-iczny
góra,przypalić,0.06473682381193369,N:V,-ić
ogród,modniarski,0.379035697867684,N:ADJ,-ski
opieka,opamiętywać,0.14855221011123665,V:V,-ywać
wdowa,niemuzykalność,0.19055318441025226,ADJ:N,-ość
Estonia,własnościowy,0.06366905987086424,N:ADJ,-owy
Węgry,przypadkowość,0.07138424419168077,ADJ:N,-ość
Łotwa,gadatliwość,0.09250466732526708,ADJ:N,-ość
Stalin,zawiłość,0.04475568688063547,ADJ:N,-ość
wodny,zajść,0.06516118639930857,V:V,za-
grzeczny,abecadłowy,0.24635326504120458,N:ADJ,-owy
indoeuropejski,pienisty,0.25818714103513274,N:ADJ,-isty
szyba,rogal,0.23687374406621275,N:N,-al
zmęczyć,delikwentka,0.07929844392036733,N:N,-ka
prawidło,wszechstronność,0.11243608929782445,ADJ:N,-ość
król,wariacyjny,0.1424727754664611,N:ADJ,-ny
podróż,wyolbrzymienie,0.09936053511193454,V:N,-enie
dupa,audiologia,0.17340618134306984,N:N,-ia
próba,schrupać,0.0605355454683848,V:V,s-
niepodległy,cwaniaczyć,0.16025281576528194,N:V,-yć
golf,drgnąć,0.04219652557240927,V:V,-nąć
iść,komicznie,0.16235644679237815,ADJ:ADV,-ie
kupić,nerwica,0.04693412859921742,N:N,-ica
iść,splunąć,0.39915477261166254,V:V,s-
gamrat,tańczenie,0.06402144901895812,V:N,-enie
dżudoka,ciupażka,0.16737805354520585,N:N,-ka
Szwed,spsienie,0.13676571495775658,V:N,-enie
głęboki,przepalić,0.22661915110015607,V:V,prze-
zaprosić,macierzysty,0.09864428767940592,N:ADJ,-ysty
ciężar,piżmaczek,0.09089886431489613,N:N,-ek
pomnieć,dyletantyzm,0.147227586104956,N:N,-yzm
Ukraina,rędzina,0.12981757827893015,N:N,-ina
wolny,zagrażający,0.1639181947768794,V:ADJ,-ący
zwykły,wyszperać,0.08743513322481788,V:V,wy-
leń,rzemieślnik,0.373539984484075,N:N,-nik
śmieci,skaleczenie,0.18433411463606963,ADJ:N,-enie
kopać,stracony,0.19576421754937745,V:ADJ,-ony
wiśnia,zeszmacenie,0.06580635052173744,V:N,-enie
zmienić,warkoczyk,0.013849309756778894,N:N,-yk
optymista,przetrzeć,0.11192828896166329,V:V,prze-
pesymista,urzędnik,0.2547886672631037,N:N,-ny
jadalny,referacik,0.18767019278096508,N:N,-ik
tajemny,czarci,0.2064608891333637,N:ADJ,-i
wieść,molekularnie,0.06451224949234857,ADJ:ADV,-ie
ostrzec,mleczan,0.07527565119784341,N:N,-an
żebrać,oceanografia,0.0800561605934641,N:N,-ia
szantaż,monetka,0.09178567385606096,N:N,-ka
Bretania,produkcyjnie,0.1559923996099447,ADJ:ADV,-ie
dym,cukierniczka,0.1502710200226094,N:N,-ka
przetaczać,nóżka,0.09202915439976622,N:N,-ka
ryba,antropomorfizacyjny,0.21877841621004712,N:ADJ,-ny
rzepa,obuwać,0.21019587038783283,V:V,-wać
praca,córeczka,0.21731787825541882,N:N,-eczka
przesadzić,okiść,0.26808546905649644,N:N,o-
dąb,przeglądarka,0.04478262386219867,V:N,-arka
wiąz,kolegować,0.11011462528781102,N:V,-ować
ograniczyć,opalenizna,0.011846580867318268,V:N,-izna
gniazdo,deszczyk,0.06629108564595909,N:N,-yk
gryźć,kameralność,0.03690057381920542,ADJ:N,-ość
budzić,konstrukcyjnie,0.08703433402743732,ADJ:ADV,-ie
puszcza,stempelek,0.10603529603517603,N:N,-ek
obiecać,lekkostrawność,0.17195436047253,ADJ:N,-ość
smak,spaślak,0.24500667203333593,V:N,-ak
tęcza,wyspać,0.1069670941761901,V:V,wy-
róg,adeninowy,0.18543194117723472,N:ADJ,-owy
żyć,niewolnica,0.17103993576991405,N:N,-nica
buchać,ośrodkowy,0.17011913369915188,N:ADJ,-owy
dychać,twarogowy,0.20274742114789568,N:ADJ,-owy
mordować,symbolizacja,0.10289723877360057,V:N,-cja
dać,przedmecz,0.11189769666978266,N:N,przed-
dawać,winny,0.22471942820315405,N:ADJ,-ny
soczewica,prysznicowy,0.1934317900955267,N:ADJ,-owy
opisać,zrywać,0.17041184467578474,V:V,-ać
wyspa,krwiopijczy,0.1124050547710077,N:ADJ,-czy
trawa,moralizatorstwo,0.18646640327545105,N:N,-stwo
całkowity,trójwymiarowo,0.0834999468043841,ADJ:ADV,-o
cały,kapucha,0.0548440143145531,N:N,-cha
słoń,mariawityzm,0.17894135789068288,N:N,-yzm
użytkować,emanowanie,0.15812991173289204,V:N,-anie
konieczny,makaronik,0.18339858615595483,N:N,-ik
lato,pastusi,0.2517980589538702,N:ADJ,-i
elektryczny,prymitywistyczny,0.2606004784549343,N:ADJ,-yczny
róg,akceptowalny,0.1080359324082717,V:ADJ,-alny
książę,gazówka,0.14969280880835922,N:N,-ówka
pieśń,parczek,0.1270461190088703,N:N,-ek
rudy,postraszyć,0.03718161312908119,V:V,po-
prosić,happeningowy,0.10491037060446007,N:ADJ,-owy
szachowy,kontakcik,0.2020015795257909,N:N,-ik
straż,licealista,0.08270071242257837,ADJ:N,-ista
jajeczny,wymuszać,0.06588595448268408,V:V,-ać
atrakcja,napuszenie,0.11014731427562985,ADJ:ADV,-ie
palić,grzechotać,0.4054932067203294,N:V,-ać
odrodzić,śmieciarski,0.23593225705483734,N:ADJ,-ski
dokonać,ozorek,0.007627233844019865,N:N,-ek
przyprawić,uświęcony,0.06764731201139873,V:ADJ,-ony
przedać,potykać,0.37227701159051796,V:V,po-
fałsz,dziwak,0.20406019152358001,N:N,-ak
padać,walenie,0.21018812911632634,V:N,-enie
sława,Andorczyk,0.11967322667722602,N:N,-czyk
prawda,równonocny,0.2292339791909539,N:ADJ,-ny
dym,dotknąć,0.18319820728801928,V:V,do-
kołysać,zakaźnik,0.22290842479497475,ADJ:N,-ik
wyłączyć,maksymalizacja,0.16829782830696804,ADJ:N,-izacja
lód,historyczny,0.11242791863975032,N:ADJ,-ny
kazać,regulacyjny,0.07459098594637548,N:ADJ,-ny
pozwolić,sformowanie,0.17113312390207314,N:N,s-
chorować,prętowy,0.08547751293465067,N:ADJ,-owy
zły,podległy,0.21636008136601959,V:ADJ,-ły
babcia,obrażenie,0.06948012283376948,V:N,-enie
objąć,krykietowy,0.08485089011631508,N:ADJ,-owy
potrzeba,wełnica,0.022360433794068713,N:N,-ica
latać,zbieranie,0.0703531495360763,V:N,-anie
południe,zawrócenie,0.21488678353191382,V:N,-enie
kieszonka,próżniactwo,0.034281277216509864,N:N,-ctwo
nauka,tokarka,0.20197271307319542,N:N,-ka
rzeczywisty,elfica,0.1433484241647156,N:N,-ica
zawody,reklamować,0.1847828321645526,N:V,-ować
piekarz,terrorystyczny,0.13336402586015983,N:ADJ,-yczny
kwiat,policzalny,0.17167888368420725,V:ADJ,-alny
cukier,poświęcenie,0.04460012941950542,V:N,-enie
powodzenie,akrowy,0.05444952913965795,N:ADJ,-owy
wizyta,alabastrowy,0.19667013137333544,N:ADJ,-owy
zabój,pianie,0.08475309886561477,V:N,-anie
ludobójca,koronkowy,0.16159625472878414,N:ADJ,-owy
ładować,zamknięty,0.08794525225774197,V:ADJ,-ty
obywatel,zgarnięcie,0.042687638388150595,V:N,-ęcie
suknia,Aryjka,0.3718034481967739,N:N,-ka
rękaw,zakładzik,0.3072813118716444,N:N,-ik
rękawica,chlebak,0.3216123317576691,N:N,-ak
pić,zlewanie,0.23483836392673096,V:N,-anie
cały,spieranie,0.04772460007413404,V:N,-anie
żeglować,orzekać,0.24306897275325212,V:V,-ać
Internet,googlowanie,0.24165625134014457,V:N,-anie
łykać,śpieszny,0.25809251735047656,V:ADJ,-ny
nieśmiały,określać,0.04910726931149911,V:V,-ać
analog,odesłać,0.06383316272653983,V:V,ode-
cyfra,brzemienność,0.16002899574362917,ADJ:N,-ość
śmiertelny,migdałowy,0.15549649977801971,N:ADJ,-owy
elektronika,skontaktowanie,0.09905030011517546,V:N,-anie
radioaktywny,luzactwo,0.03275702819807991,N:N,-ctwo
busola,mesmeryczny,0.21779486409282578,N:ADJ,-yczny
kompas,mateczny,0.15091900444470718,N:ADJ,-ny
latarnia,głupio,0.12165365961981511,ADJ:ADV,-o
lokacja,grubiutki,0.041977684782046776,ADJ:ADJ,-utki
upokorzyć,ubarwić,0.36321837075170604,V:V,u-
przyjąć,poświęcenie,0.13282290115694395,N:N,po-
truskawka,kopulacyjny,0.14608425084409293,N:ADJ,-ny
Rumun,tętniczy,0.12733854898035535,N:ADJ,-y
pudło,koturnowy,0.1367805575260297,N:ADJ,-owy
służyć,laska,0.1087704461604233,N:N,-ka
biuro,ozdabiać,0.11283779588861109,V:V,-ać
cesarz,rozmieszczenie,0.06371961713537433,V:N,-enie
orzech,rybny,0.18388023300295986,N:ADJ,-ny
pacjent,Adżaria,0.04201873660894451,N:N,-ia
polski,bezbożnie,0.017227053085404287,ADJ:ADV,-ie
staropolski,zwalenie,0.026160521243399293,V:N,-enie
biel,korektorski,0.11918219453913592,N:ADJ,-ski
świst,socjologizm,0.07074829425680518,N:N,-izm
otoczyć,wykształcony,0.16394123018190787,V:ADJ,-ony
wtórzyć,eksmisyjny,0.19041122221655715,N:ADJ,-ny
mienić,sfruwać,0.3133751592172417,V:V,s-
geografia,rozprasować,0.04940787983981354,V:V,roz-
część,czołówkowy,0.1451545736995501,N:ADJ,-owy
obaczyć,piłkowanie,0.2029494974266376,ADJ:N,-ie
kukurydza,kadrowiec,0.1253248477816008,N:N,-owiec
myśleć,zapaleniec,0.11843557011560912,ADJ:N,-iec
kończyć,karczownik,0.09159091606960956,V:N,-nik
oskarżyć,chapnąć,0.3456700881008511,V:V,-nąć
biały,kratowy,0.2919623250404044,N:ADJ,-owy
słuchać,bezpłodność,0.10535678721759456,ADJ:N,-ość
zwyciężać,pracz,0.04077905057814668,V:N,-acz
zwyciężać,niepraktyczny,0.10929885164389441,ADJ:ADJ,nie-
nowy,charakterek,0.06134642850343175,N:N,-ek
dąb,plamić,0.08611846910691356,N:V,-ić
Wojciech,pakunkowy,0.13747228283066404,N:ADJ,-owy
pamięć,psychopatycznie,0.114517672182745,ADJ:ADV,-ie
bić,napomknięcie,0.18154753325520612,V:N,-ęcie
rozsadzić,podziemie,0.21412070156188823,N:N,pod-
cielęcy,bibułkarka,0.25711162429074164,N:N,-arka
jagnięcy,ornamentowy,0.30440698263119226,N:ADJ,-owy
prosić,chamek,0.1047728156249298,N:N,-ek
uciec,pokojówka,0.17706122501341792,ADJ:N,-ka
oszukać,wyłączać,0.30593161840646266,V:V,wy-
pożyczyć,peronista,0.0721350654511903,N:N,-ista
system,charytatywność,0.10102415712792623,ADJ:N,-ość
wygoda,bezgrzeszność,0.18558769282877252,ADJ:N,-ość
namiętny,rozmyć,0.12688927564531127,V:V,roz-
zniknąć,matuzalowy,0.14961561684964608,N:ADJ,-owy
mądry,mównica,0.09975363216780753,V:N,-nica
zabawa,podarcie,0.10215771272724572,N:N,po-
okraść,nitrzański,0.13541364557091717,N:ADJ,-ski
nera,Trędowicz,0.05678730194873227,N:N,-wicz
myśleć,podtykać,0.2578035225755555,V:V,pod-
śpiewać,szkliście,0.1605061656214275,ADJ:ADV,-ie
rzezać,przeprowadzka,0.11104018143596683,V:N,-ka
rzeźbiarz,rezystorowy,0.15520955272630443,N:ADJ,-owy
rzeźba,surowo,0.07145498647185133,ADJ:ADV,-o
rzeźbiarz,lotnik,0.3575393328195521,N:N,-nik
policja,autentyczny,0.13535304262066505,N:ADJ,-ny
rzeź,przeciwnik,0.07488865128350541,ADJ:N,-ik
góra,ponawianie,0.1380442529741035,V:N,-anie
bury,dochodzeniowy,0.19491658864219252,N:ADJ,-owy
powiedzieć,tyglowy,0.11575645209281682,N:ADJ,-owy
kłamać,upozorować,0.14562003158494508,V:V,u-
odległy,stalinowski,0.21578359072589604,N:ADJ,-owski
równy,przestudiować,0.014882326187710238,V:V,prze-
rywalizować,mikrofilm,0.028898987099047146,N:N,mikro-
szermierz,rozpleść,0.1895539834757176,V:V,roz-
niewola,szatniarka,0.10465184115936221,N:N,-arka
