pivot,perfective,similarity
dziwić,zadziwić,0.5754852828722684
dziwić,zdziwić,0.710384824890499
dziękować,podziękować,0.7282327423121869
edytować,wyedytować,0.6877939232846533
egzaminować,przeegzaminować,0.7781124784544666
esemesować,odesemesować,0.9156181526091518
fruwać,frunąć,0.6081104194022431
gadać,dogadać,0.5738941782985307
gadać,obgadać,0.4795533403521468
gadać,pogadać,0.6962818199484306
gadać,przegadać,0.6356918181428903
gadać,rozgadać,0.6164453882886662
gadać,ugadać,0.5569842892733182
gadać,wygadać,0.5802309603455885
gadać,zagadać,0.5216809509769766
gadać,zgadać,0.4882856520053447
gadać,zgadnąć,0.31322434087210993
gasić,dogasić,0.6639118286289682
gasić,pogasić,0.6676636708083609
gasić,wygasić,0.6088744117551169
gasić,zagasić,0.7422243746693304
gasić,zgasić,0.7352158714330709
gotować,przegotować,0.6158295794291259
gotować,ugotować,0.7123743317456296
gotować,zagotować,0.6316290480684986
graniczyć,ograniczyć,0.4755383520096347
grozić,zagrozić,0.6582389120216672
grozić,pogrozić,0.6440308220654988
gryźć,pogryźć,0.6661709114239432
gryźć,ugryźć,0.5366856657378699
gryźć,zagryźć,0.67482858442054
gryźć,zgryźć,0.48037900348567864
grzebać,pogrześć,0.09193667335910838
grzebać,pogrzebać,0.7004753429047498
grzebać,rozgrzebać,0.7050996658719931
grzebać,zagrzebać,0.6689870573540537
grzebać,przegrzebać,0.7153807637945828
grzmieć,odegrzmieć,0.5637820035905435
grzmieć,odgrzmieć,0.62091147268104
grzmieć,przegrzmieć,0.6271666901734708
grzmieć,rozgrzmieć,0.6109784512819645
grzmieć,zagrzmieć,0.7649191803696129
grzęznąć,ugrzęznąć,0.8481256985353015
gwizdać,wygwizdać,0.677468331873245
gwizdać,gwizdnąć,0.6841243615994355
gęgać,gęgnąć,0.3517023845698559
gęgać,zagęgać,0.4713117013071335
głosować,przegłosować,0.6003445902833735
głosować,zagłosować,0.8190286630249215
haftować,wyhaftować,0.783750684557721
haftować,zhaftować,0.5712111863404548
hamować,zahamować,0.6868234034702292
hamować,wyhamować,0.6921656131923972
identyfikować,zidentyfikować,0.7194040096762947
imponować,zaimponować,0.7413576599132647
jadać,objeść,0.5342034271654453
jadać,podjeść,0.5599088598795032
jadać,wyjeść,0.5556543985028636
jadać,zjeść,0.6509512564466343
jonizować,zjonizować,0.7765855136911448
jąkać,zająknąć,0.33201368516720065
karać,pokarać,0.6540012145753419
karać,skarać,0.5842056576857694
karać,ukarać,0.7765948193397751
kastrować,wykastrować,0.7716962896209731
kicać,kicnąć,0.24589462044924104
kichać,kichnąć,0.7371493584256343
kichać,przekichać,0.5183808661724826
kierować się,nakierować,0.3133449212543933
kierować się,wykierować,0.49048683526303805
kierować się,przekierować,0.29147971320542965
kierować się,skierować,0.4497161837801573
klękać,uklęknąć,0.7108910709353677
klękać,przyklęknąć,0.651842814963054
kochać,odkochać się,0.34509651753709814
kochać,zakochać się,0.4342080681578042
kochać,pokochać,0.7577174372554876
kontrolować,skontrolować,0.7147249017531996
kopać,wykopać,0.688120245380648
kopać,przekopać,0.5977793102999371
kopać,zakopać,0.6556808203533396
kopać,odkopać,0.5493089546590479
kopać,okopać,0.6048813883143803
kopiować,skopiować,0.75838020857407
kosić,skosić,0.7643789501615258
kosić,zakosić,0.5606687465668565
kraść,okraść,0.580236044989088
kraść,wkraść się,0.2909545171264183
kraść,zakraść się,0.3456127634743127
kraść,ukraść,0.6539135941548286
kraść,skraść,0.4856314611253898
kroić,dokroić,0.5425069679591634
kroić,nadkroić,0.5259150983246291
kroić,okroić,0.5452979369833816
kroić,pokroić,0.7071898527003015
kroić,przekroić,0.6013827094650934
kroić,przykroić,0.5876135045601258
kroić,rozkroić,0.6704393929542358
kroić,ukroić,0.7394044090542464
kroić,wkroić,0.645683950263485
krzyczeć,krzyknąć,0.6824091607852925
krzyczeć,pokrzyczeć,0.7383323906108077
krzyczeć,nakrzyczeć,0.6891390814206787
krzyczeć,skrzyknąć,0.5149525827524878
krzyczeć,wykrzyknąć,0.5582104597623311
kukać,kuknąć,0.5821649674291576
kukać,zakukać,0.5373523885278781
kukać,wykukać,0.545391955974851
kukać,okukać,0.6581265460355272
kumać,pokumać,0.6090337881709741
kumać,skumać się,0.5002617467163035
kupować,kupić,0.7656094949915481
kusić,podkusić,0.5248519145391483
kłamać,skłamać,0.714459911145397
kłamać,okłamać,0.6887545561952515
kłusować,pokłusować,0.7131150802476764
kłuć,ukłuć,0.6690175226906431
kłuć,nakłuć,0.5242767106516587
kłuć,przekłuć,0.5398359224879699
kłuć,wykłuć,0.603188752763213
kłuć,zakłuć,0.6333363697055052
lansować,wylansować,0.6511827796865012
latać,wylecieć,0.5003916771077698
latać,polecieć,0.6349083551411513
latać,nadlecieć,0.49296658845925023
latać,przylecieć,0.6086200585935951
latać,oblecieć,0.5916863209978616
latać,dolecieć,0.5841948977745791
latać,przelecieć,0.5652531653527465
leczyć,podleczyć,0.7001784906159797
leczyć,uleczyć,0.7000455129862755
leczyć,wyleczyć,0.8133236714977665
leczyć,zaleczyć,0.6960489133927393
lepić,nalepić,0.5510510200778304
lepić,przylepić,0.5286788006169977
lepić,ulepić,0.7371893880452982
lepić,zalepić,0.5668790875756498
lizać,liznąć,0.33975294340989326
lutować,dolutować,0.7326197759130828
lutować,oblutować,0.7206860004360678
lutować,odlutować,0.7876778921420836
lutować,polutować,0.7988525959233719
lutować,przylutować,0.7725749777456881
lutować,rozlutować,0.705588540717129
lutować,wlutować,0.7722069766157866
lutować,wylutować,0.7791983355993088
lutować,zalutować,0.6928610073516398
lutować,zlutować,0.8448199762809842
machać,machnąć,0.6448085859897409
machać,namachać,0.6409492528948784
machać,odmachać,0.6779497857468438
machać,odmachnąć,0.4804691086814694
machać,pomachać,0.7832248120099436
machać,powymachiwać,0.5912276642680033
machać,rozmachać,0.5405039326284341
machać,rozmachnąć,0.372695297889827
machać,wymachnąć,0.5800183409433317
machać,zamachać,0.6210641772520092
machać,zamachnąć się,0.2962078682889646
machać,zmachać się,0.5117018786845119
marnować,zmarnować,0.7884832875121442
marudzić,pomarudzić,0.7488852560439341
marudzić,zamarudzić,0.5748010493435982
marzyć,rozmarzyć,0.5844182588872942
marzyć,wymarzyć,0.5393927334236743
marzyć,zamarzyć,0.72352152731714
maszerować,pomaszerować,0.7029034403750389
maszerować,przemaszerować,0.7439352758782687
maszerować,wmaszerować,0.6551048083597698
małpować,zmałpować,0.7822143423520797
miauczeć,miauknąć,0.6223374865784883
mierzić,zmierzić,0.7443959701082087
mierzyć,zmierzyć,0.7772637188760576
mieszać,wymieszać,0.6741738353678749
mieszać,rozmieszać,0.6892696354098732
mieszać,namieszać,0.5008602559934744
mieszać,przemieszać,0.6666022681318139
mieszać,wmieszać,0.6107837875571556
mieszać,pomieszać,0.739275377587425
mieszać,zmieszać,0.7163893045190485
mieszkać,pomieszkać,0.771799892184996
mieszkać,zamieszkać,0.8707348284447285
mieszkać,omieszkać,0.4999271413094135
mijać,pominąć,0.3338762005536393
milczeć,zamilknąć,0.6832682803822363
milczeć,zmilczeć,0.7049290933525938
modlić się,wymodlić,0.40597148907133906
mordować,zamordować,0.6570583327755177
mordować,wymordować,0.6689005715130623
mordować,pomordować,0.558229523162995
mruczeć,zamruczeć,0.7144798189093954
mruczeć,pomruczeć,0.8338305899252331
mrugać,mrugnąć,0.6251273075459635
mrzeć,zemrzeć,0.6816600683793351
mrzeć,pomrzeć,0.8138805042388879
mrzeć,umrzeć,0.5515442042115946
mrzeć,wymrzeć,0.4939814039884929
myć,umyć,0.7346361367338567
myć,zmyć,0.5590737779119348
myć,domyć,0.6102313686473909
myć,obmyć,0.48490750897700596
myć się,umyć,0.10440289883251541
myć się,zmyć,0.14386549685682848
myć się,domyć,0.1425971986690555
myć się,obmyć,0.09627950540219199
nadchodzić,nadejść,0.5838854914756835
nadużywać,nadużyć,0.3428000624902965
nalewać,nalać,0.7760725686285418
namawiać,namówić,0.6839115536309849
napierdalać,zapierdolić,0.5102101663675366
napierdalać,napierdolić,0.6421721490779296
nazywać,pozwać,0.36618151213330963
nazywać,wyzwać,0.40491742793627505
niszczyć,zniszczyć,0.8128489893287668
nosić,donieść,0.2950870947240456
notować,zanotować,0.6901632293703555
notować,wynotować,0.5870406851243029
notować,odnotować,0.5756361034698161
obalać,obalić,0.7240217464969128
oceniać,ocenić,0.747956661705868
odbijać,odbić,0.7116732938967572
odbijać,bijać,0.49238481113635113
odchodzić,odejść,0.712445358120759
oddawać,oddać,0.8186328577241407
oddychać,odetchnąć,0.5640649291631227
odpoczywać,odpocząć,0.724783370749246
odpoczywać,począć,0.39976810236266735
odpowiadać,powiedzieć,0.4058194241953834
odraczać,odroczyć,0.69194666483208
ogarniać,ogarnąć,0.7826085014107288
ograniczać,ograniczyć,0.8137560010433467
okradać,okraść,0.6888635224600095
opisywać,opisać,0.7493444725111964
opowiadać,opowiedzieć,0.7511051243255076
opowiadać,poopowiadać,0.6833533741430593
opowiadać,powiedzieć,0.598572939209016
opuszczać,opuścić,0.6881398164635072
organizować,zorganizować,0.8136694542427472
oskarżać,oskarżyć,0.7568519922956068
ostrzegać,ostrzec,0.6932418189796581
oszukiwać,oszukać,0.6859486056899454
pachnieć,zapachnieć,0.6924095230483591
padać,paść,0.6449593840507188
palić,dopalić,0.5852866422963877
palić,nadpalić,0.4872057340674082
palić,napalić,0.6358545681069355
palić,odpalić,0.4941272916743209
palić,opalić,0.48819609363352323
palić,podopalać,0.5066826722644642
palić,podpalić,0.6172516832801651
palić,ponadpalać,0.5062985707161539
palić,ponapalać,0.43692172371250226
palić,poopalać,0.39794123495595723
palić,popalić,0.4229379737535419
palić,poprzepalać,0.5357227251925731
palić,porozpalać,0.5111669879770414
palić,powypalać,0.49026638735456607
palić,pozapalać,0.47914569986558586
palić,przepalić,0.5750458776468905
palić,przypalić,0.48220285089977666
palić,rozpalić,0.5269376142684841
palić,spalić,0.6564873087994668
palić,upalić,0.5630407414510666
palić,wypalić,0.5782753857541442
palić,zapalić,0.7116776776110509
pamiętać,zapamiętać,0.630874705393875
pamiętać,popamiętać,0.6040503673716576
panować,zapanować,0.7106338668071892
panować,opanować,0.4924757995437391
pełzać,wypełznąć,0.4690955870717797
pieprzyć,dopieprzyć,0.5810563934379932
pieprzyć,napieprzyć,0.5512749922352345
pieprzyć,odpieprzyć,0.5657986728196474
pieprzyć,opieprzyć,0.6232490514031421
pieprzyć,pieprznąć,0.5548896985656849
pieprzyć,podpieprzyć,0.5268277061393288
pieprzyć,popieprzyć,0.5948471439058307
pieprzyć,przypieprzyć,0.5837205583345112
pieprzyć,rozpieprzyć,0.5799070381809968
pieprzyć,spieprzyć,0.5523703674283613
pieprzyć,upieprzyć,0.5187192548183679
pieprzyć,wpieprzyć,0.6508892103030747
pieprzyć,wypieprzyć,0.6140792278891936
pieprzyć,zapieprzyć,0.5623096118593551
pierdzieć,pierdnąć,0.7039328439189149
pisać,napisać,0.78489420659696
pisać,dopisać,0.6002546940924199
pisać,opisać,0.5478121991074371
pisać,przepisać,0.49800129778008007
pisać,zapisać,0.4998398750511708
pluć,wypluć,0.5570151489949942
pluć,opluć,0.6987715155532703
pluć,splunąć,0.6182066987266213
pluć,zapluć,0.6329627758071378
podchodzić,podejść,0.7776736670586538
podkradać,podkraść,0.7484032998353825
podlewać,polać,0.461998079035552
podlewać,dolać,0.4984739791950763
podlewać,ulać,0.4282628284834109
podlewać,zalać,0.48546208514842193
podlewać,pozalewać,0.4627074239024669
podlewać,oblać,0.40127821327289737
podlewać,olać,0.3166629007431744
podnosić,podnieść,0.8129593557574472
polecać,polecić,0.7120149649032876
pomagać,pomóc,0.8080371313177729
pomagać,wspomóc,0.5861162803492235
poprawiać,poprawić,0.8172759435073249
poprzedzać,poprzedzić,0.7081662701403972
posiadać,posiąść,0.5596320632741092
powtarzać,powtórzyć,0.7808995476807173
połykać,przełknąć,0.5328984696345415
pożyczać,pożyczyć,0.7145788777498574
pożyczać,wypożyczyć,0.48224394524168
prać,wyprać,0.7575672046057385
prać,sprać,0.6384148318204653
prać,uprać,0.7561459110058548
prać,naprać,0.5911134399433546
prać,przeprać,0.7108998150525023
prać,doprać,0.6742675262182751
prać,poprać,0.6249529796550197
produkować,wyprodukować,0.7830087124621424
proponować,zaproponować,0.7758956483084782
przepraszać,przeprosić,0.7046831481492669
przesadzać,przesadzić,0.8284892973096006
przesadzać,poprzesadzać,0.7261505327292109
przynosić,przynieść,0.8078933400930135
przypominać,zapominać,0.6009701195787711
przypuszczać,przypuścić,0.6527972594177449
próbować,spróbować,0.7966712500996971
próbować,wypróbować,0.5775131514516186
próbować,popróbować,0.7105876468353592
puszczać,puścić,0.7790614028097821
puszczać,dopuścić,0.4356921583165395
puszczać,napuścić,0.5329279732827692
puszczać,odpuścić,0.4714402930917996
puszczać,przepuścić,0.4313933979747502
puszczać,przypuścić,0.2776133948324677
puszczać,spuścić,0.4979336244268249
puszczać,upuścić,0.3743096083207411
puszczać,wpuścić,0.4922969256636174
puszczać,wypuścić,0.5564813582768967
puszczać,zapuścić,0.3401749246070922
pytać,spytać,0.8023862563960656
pytać,wypytać,0.6956055227339485
pytać,zapytać,0.8044391965606944
pędzić,popędzić,0.7283662768422942
pędzić,wypędzić,0.45450477375359166
pędzić,dopędzić,0.5588060742350741
pędzić,zapędzić,0.5573322175889169
pędzić,przepędzić,0.48327244366138467
pędzić,odpędzić,0.4280889467778919
pękać,pęknąć,0.6418551339219319
radzić,doradzić,0.49624084886384456
radzić,odradzić,0.3692707664586159
radzić,poradzić,0.8658196607544735
ratować,odratować,0.6495589117003233
ratować,poratować,0.6241596867315439
razić,zrazić,0.5233325287075992
razić,wrazić,0.5213679358242838
refować,orefować,0.7878990302041785
robić,dorobić,0.534853632803825
robić,nadrobić,0.3696029850595792
robić,odrobić,0.40006020676750054
robić,podrobić,0.3706676356818599
robić,przerobić,0.515904285591853
robić,urobić,0.4368061956910413
robić,wyrobić,0.4076230160712222
robić,zarobić,0.49325040327039793
rozróżniać,rozróżnić,0.7450729354205184
rozważać,rozważyć,0.7443214741830178
ruchać,ruchnąć,0.5234906130541369
ruchać,wyruchać,0.7859546832488923
ruchać,przeruchać,0.6156991342776363
ruchać,ruszyć,0.3898516349394887
ruszać,ruszyć,0.7778647148653134
ruszać,poruszyć,0.48942740534162954
ruszać,wyruszyć,0.613746032322306
ryczeć,ryknąć,0.5674772460857462
ryczeć,zaryczeć,0.6565525083604197
ryczeć,wyryczeć,0.6636093284502405
rzec,orzec,0.4362475815331943
rzec,odrzec,0.49328631962239644
rzec,wyrzec,0.397552494572766
rzucać,podrzucić,0.41870246557289303
rzucać,wyrzucić,0.5073431835024914
rzygać,rzygnąć,0.6797589355242468
rzygać,wyrzygać,0.7073987394786277
rzygać,obrzygać,0.5659849145586032
rzygać,narzygać,0.46295043794664403
rzygać,zarzygać,0.5981550597989356
rzygać,urzygać,0.5721567934124758
rzygać,zrzygać się,0.49333076938219955
rąbać,zarąbać,0.7457124774355047
rąbać,przerąbać,0.565394831624714
rąbać,wrąbać,0.7542008530737933
rąbać,wyrąbać,0.6226368332120003
rąbać,rozrąbać,0.6130958706046474
rżeć,zarżeć,0.5507782721745748
sapać,sapnąć,0.5412975626087474
sarkać,sarknąć,0.4451763073550108
siadać,siąść,0.6793695185655725
siadać,dosiedzieć,0.4461522368706252
siadać,nasiedzieć,0.44134978178859163
siadać,obsiąść,0.49444514355545477
siadać,odsiedzieć,0.3573630140259305
siadać,osiąść,0.28779845488399414
siadać,podsiąść,0.4236761204881371
siadać,poobsiadać,0.4649706977094955
siadać,poosiadać,0.39261898126602635
siadać,poprzysiadać,0.4739022109494395
siadać,porozsiadać się,0.37459816069033636
siadać,posiąść,0.2819404366049477
siadać,posiedzieć,0.49555678312596485
siadać,powsiadać,0.4626382436025467
siadać,powsiąść,0.41716963475460533
siadać,powysiadać,0.4654026604311611
siadać,pozasiadać,0.3983704265201399
siadać,pozsiadać,0.5657040435454957
siadać,przesiąść,0.43844113934489126
siadać,przesiedzieć,0.48336643044817396
siadać,przysiąść,0.5747809942900176
siadać,rozsiąść się,0.4266459960964899
siadać,usiedzieć,0.5026543088940317
siadać,wsiąść,0.4411821856140937
siadać,współsiedzieć,0.480052046570119
siadać,wysiąść,0.41215186261074455
siadać,wysiedzieć,0.522641281747441
siadać,zasiadać,0.615021982046891
siadać,zsiąść,0.5537147305645975
siać,posiać,0.7906649000060982
siać,rozsiać,0.7029096378352625
siać,zasiać,0.8008084616204685
siedzieć,zasiedzieć się,0.4695162845217229
siedzieć,usiąść,0.7201246944220795
siedzieć,usiedzieć,0.632125054822626
siedzieć,posiedzieć,0.6566228066392694
siedzieć,wysiedzieć,0.6715977040429931
siedzieć,przesiąść się,0.275284590646401
siedzieć,usiedzieć,0.632125054822626
siedzieć,odsiedzieć,0.5555927058853491
siedzieć,przysiąść,0.5749855138189031
siedzieć,podsiąść,0.4075830088744592
siedzieć,dosiąść się,0.25250023529335297
sikać,zsikać się,0.3589294451003133
sikać,zasikać,0.5663139230986457
sikać,posikać się,0.36026255934856466
sikać,nasikać,0.7068864916871901
sikać,wysikać,0.7580398663885428
sikać,obsikać,0.6937696724947712
sikać,osikać,0.5599973554109028
skakać,skoczyć,0.6806812335044474
skakać,podskoczyć,0.5849784881865195
skakać,uskoczyć,0.4959486981914254
skracać,skrócić,0.7661732429270368
skrzypieć,skrzypnąć,0.464904398561671
smażyć,podsmażyć,0.774429404315826
smażyć,wysmażyć,0.6615536688969269
smażyć,obsmażyć,0.7461348331811655
smażyć,zasmażyć,0.6999709400853322
smażyć,odsmażyć,0.7658570989012341
spać,zaspać,0.6063870790257342
spać,uśpić,0.3843103618902184
spać,wyspać się,0.29031788509438716
spać,odespać,0.6172097162639103
spać,zasnąć,0.7373522417727352
spieprzać,spieprzyć,0.6777649442657142
sprawiać,sprawić,0.7647336728410229
srać,dosrać,0.728408488894564
srać,nasrać,0.779214677834649
srać,obesrać,0.46133517324782713
srać,obsrać,0.6953324455214859
srać,osrać,0.657237794153443
srać,podesrać,0.4470764346027817
srać,posrać się,0.1928647859777829
srać,przesrać,0.4712040649806015
srać,przysrać,0.5300840440238582
srać,usrać się,0.1736601422374191
srać,wysrać,0.7763223804748998
srać,zasrać,0.6030893373225155
srać,zesrać się,0.3510163209016146
strzelać,ostrzelać,0.7029799774347565
strzelać,postrzelić,0.6319572624058377
strzelać,rozstrzelać,0.6130649306399591
strzelać,ustrzelić,0.6060777356843979
strzelać,wystrzelić,0.6668818671174015
strzelać,zastrzelić,0.6622856089463669
szaleć,oszaleć,0.6595660793561403
szaleć,zaszaleć,0.6905908226900977
szantażować,zaszantażować,0.8031665566814956
szczać,obszczać,0.7091525487393517
szczać,zeszczać się,0.30416773994063184
szczać,poszczać się,0.34434110170968013
szczać,naszczać,0.7534447653572998
szczać,wyszczać się,0.33681780754591084
szczać,oszczać,0.6579684476163791
szczać,zaszczać,0.6442040594167507
szczekać,rozszczekać się,0.4549390812358878
szczuć,poszczuć,0.7754255341744567
szczuć,zaszczuć,0.7649427463074102
szukać,poszukać,0.8158864006758213
szukać,przeszukać,0.4012586621222316
szukać,wyszukać,0.564975096153319
szukać,odszukać,0.6333556814876478
sądzić,odsądzić,0.48970310543021334
sądzić,osądzić,0.5980330732821683
sądzić,posądzić,0.5179068318296273
sądzić,przesądzić,0.5294786136397943
sądzić,przysądzić,0.5172554280376922
sądzić,rozsądzić,0.5794121142215727
sądzić,wysądzić,0.5667347426719115
sądzić,zasądzić,0.4404596634150356
tańczyć,obtańcować,0.5262916208716982
tańczyć,przetańczyć,0.6555308764128323
tańczyć,wytańczyć,0.6193690639457509
tańczyć,zatańczyć,0.7802492496968249
tonąć,utonąć,0.6875837726145615
tonąć,zatonąć,0.7086545629069811
trzaskać,trzasnąć,0.5975274102353096
trzebić,przetrzebić,0.7823502125495247
trzebić,wytrzebić,0.8337072562819863
trzymać,dotrzymać,0.44081514111896447
trzymać,otrzymać,0.38968114393637054
trzymać,podtrzymać,0.5866348843898146
trzymać,pootrzymywać,0.5235749742884895
trzymać,potrzymać,0.5960814799187345
trzymać,powstrzymać,0.44426754073334207
trzymać,pozatrzymywać,0.41414749505100434
trzymać,przetrzymać,0.6048761000379501
trzymać,przytrzymać,0.5977115090345513
trzymać,utrzymać,0.677091622092413
trzymać,wstrzymać,0.4680994708478454
trzymać,wytrzymać,0.5152821345957939
trzymać,zatrzymać,0.5255924882047333
tworzyć,stworzyć,0.7980436927023721
tęsknić,zatęsknić,0.76200670992033
tęsknić,potęsknić,0.7094851794648687
tęsknić,stęsknić się,0.60450746537166
tłumaczyć,wytłumaczyć,0.7696966436491647
tłumaczyć,przetłumaczyć,0.658799079007756
uczyć,nauczyć,0.8642143496308631
uczyć,oduczyć,0.606383788597699
uczyć,wyuczyć,0.6622452040523888
uczyć,douczyć,0.6260864207362359
uczyć,przeuczyć,0.5413865485516045
uderzać,uderzyć,0.7796589427704126
ufać,zaufać,0.8295325025335436
ukrywać,ukryć,0.7378878810683387
umierać,umrzeć,0.7584401939736193
uprawiać,uprawić,0.7737874057202325
uwielbiać,uwielbić,0.6373128899688226
używać,użyć,0.8237499994065607
wiać,powiać,0.61619009156773
wierzyć,uwierzyć,0.8097231353009413
więznąć,uwięznąć,0.8124911883435649
wkurwiać,wkurwić,0.7875405326748057
wonieć,zawonieć,0.609136319839003
wołać,przywołać,0.3977095613823154
wracać,wrócić,0.8353404421070532
wspominać,wspomnieć,0.6531857246608871
wstawać,postawić,0.3194595108598729
wybuchać,wybuchnąć,0.7010435611511721
wykorzystywać,skorzystać,0.48895132810828446
wymiotować,zwymiotować,0.7780994168973302
wystarczać,wystarczyć,0.7312849663809854
wysyłać,wysłać,0.7638579537884207
wąchać,dowąchać,0.6786467929330586
wąchać,nawąchać,0.7547085498389213
wąchać,obwąchać,0.7234539395804552
wąchać,powąchać,0.7624539664258836
wąchać,przewąchać,0.6454866868455106
wąchać,wywąchać,0.7751517308032556
wąchać,zwąchać,0.693019408387747
włączać,łączyć,0.6080193819757107
zachodzić,zajść,0.5706780925217467
zaczynać,zacząć,0.841279683581241
zakładać,założyć,0.7978784112249856
zamarzać,zamarznąć,0.7239896756250371
zamykać,zamknąć,0.8048976387577584
zapierdalać,pierdolnąć,0.5436868149281033
zapierdalać,odpierdolić,0.584609896850204
zapierdalać,opierdolić,0.5550894089209296
zapierdalać,podpierdolić,0.5034389964374912
zapierdalać,popierdolić,0.45698922700952593
zapierdalać,porozpierdalać,0.666239057256951
zapierdalać,przepierdolić,0.4740070509871248
zapierdalać,przypierdolić,0.5505167265165779
zapierdalać,rozpierdolić,0.57724941617677
zapierdalać,spierdolić,0.5860436481104092
zapierdalać,upierdolić,0.49489544183085465
zapierdalać,wpierdolić,0.6160366863566985
zapierdalać,wypierdolić,0.5515222129601254
zapierdalać,upierdolić,0.49489544183085465
zapierdalać,zapierdolić,0.6452619855974339
zapominać,zapomnieć,0.7831104653974836
zapominać,zapomnieć się,0.4483407927417252
zarabiać,zarobić,0.8460453297831795
zasługiwać,zasłużyć,0.7023758922634362
zdobić,ozdobić,0.7825852349376478
zdobić,przyozdobić,0.7577928611324096
zerkać,zerknąć,0.6542905813630284
zimować,przezimować,0.760650561787707
zmartwychwstawać,zmartwychwstać,0.7965247578822712
zmieniać,zmienić,0.8057286984005824
znajdować,znaleźć,0.6600788453379388
znać,poznać,0.6583294126571181
znać,zaznać,0.4019800300737568
znać,uznać,0.3172311674669217
znosić,donieść,0.34118291328943606
ćpać,ćpnąć,0.22012346798099847
ćpać,naćpać się,0.33558457788478546
ćpać,oćpać się,0.04071105504007799
ćpać,wyćpnąć,0.23340574784211432
ćpać,zaćpać,0.7453194044150715
ćwiczyć,wyćwiczyć,0.7142751263853095
ćwiczyć,wyćwiczyć się,0.4658538690218772
ładować,doładować,0.6239356443901033
ładować,naładować,0.6859253526882843
ładować,obładować,0.4309311754082462
ładować,odładować,0.5748179101692389
ładować,podładować,0.656326219049066
ładować,powyładowywać,0.4561128170143254
ładować,pozaładowywać,0.48098400219404724
ładować,przeładować,0.6541183623225172
ładować,przyładować,0.47143737380832507
ładować,rozładować,0.5931023273101137
ładować,turbodoładować,0.36720761444515015
ładować,władować,0.6657115711907786
ładować,wyładować,0.520941201047625
ładować,załadować,0.6768329193628111
ładować,zładować,0.5632527837873097
