pivot,inflection,similarity,category
bankrutować,produkowały,0.89712644,V;PST;3;PL
bankrutować,zesrali,0.88056743,V;PST;3;PL;MASC;HUM
bankrutować,będziemy bojały,0.87519526,V;FUT;1;PL
bankrutować,będziecie błądziły,0.8924779,V;FUT;2;PL
bankrutować,dawał,0.8981627,V;PST;3;SG;MASC
bankrutować,będziemy śmieszkowały,0.8854405,V;FUT;1;PL
bankrutować,uwiedziecie,0.90815014,V;FUT;2;PL
bankrutować,ćwiczyłem,0.9154904,V;PST;1;SG;MASC
bankrutować,lgnęliście,0.9035954,V;PST;2;PL;MASC;HUM
bankrutować,ćwiczyły,0.89901286,V;PST;3;PL
bankrutować,przypominałaś,0.89825004,V;PST;2;SG;FEM
bankrutować,smakowałyśmy,0.88945854,V;PST;1;PL
bankrutować,opisuję,0.9282593,V;PRS;1;SG
bankrutować,golimy,0.9157077,V;PRS;1;PL
bankrutować,uwielbiało,0.9249462,V;PST;3;SG;NEUT
bankrutować,obraziły,0.9300546,V;PST;3;PL
bankrutować,będę jadała,0.8908451,V;FUT;1;SG;FEM
bankrutować,będę umawiał,0.9067612,V;FUT;1;SG;MASC
bankrutować,będziemy dymały,0.8303805,V;FUT;1;PL
bankrutować,gnaliśmy,0.903478,V;PST;1;PL;MASC;HUM
bankrutować,drylowaliście,0.856569,V;PST;2;PL;MASC;HUM
bankrutować,będziesz rozróżniała,0.87439436,V;FUT;2;SG;FEM
bankrutować,będziecie rozważały,0.8852722,V;FUT;2;PL
bankrutować,szanowały,0.93360573,V;PST;3;PL
bankrutować,uwiódłem,0.901919,V;PST;1;SG;MASC
bankrutować,dobyliście,0.91103244,V;PST;2;PL;MASC;HUM
bawić,zaprzeczycie,0.91078246,V;FUT;2;PL
bawić,będziesz klikała,0.922075,V;FUT;2;SG;FEM
bawić,chadzamy,0.90055686,V;PRS;1;PL
bawić,gniliście,0.88230103,V;PST;2;PL;MASC;HUM
bawić,używał,0.88325787,V;PST;3;SG;MASC
bawić,wystarczałem,0.92249215,V;PST;1;SG;MASC
bawić,piszczałaś,0.9369964,V;PST;2;SG;FEM
bawić,połączy,0.9191882,V;FUT;3;SG
bawić,lepiły,0.9192276,V;PST;3;PL
bawić,odbijałem,0.90747666,V;PST;1;SG;MASC
bawić,będzie mruczała,0.8198428,V;FUT;3;SG;FEM
bawić,będę parkowała,0.8936765,V;FUT;1;SG;FEM
bawić,żuła,0.9266246,V;PST;3;SG;FEM
bawić,nosiło,0.881583,V;PST;3;SG;NEUT
bawić,kimał,0.90117246,V;PST;3;SG;MASC
bawić,żyjemy,0.9453873,V;PRS;1;PL
bawić,będziemy żądali,0.90042955,V;FUT;1;PL;MASC;HUM
bawić,sikałem,0.90643096,V;PST;1;SG;MASC
bawić,buchałeś,0.9000453,V;PST;2;SG;MASC
bawić,podochodziłyśmy,0.8702389,V;PST;1;PL
bawić,będziemy umawiali,0.90127915,V;FUT;1;PL;MASC;HUM
bawić,będzie występował,0.8902493,V;FUT;3;SG;MASC
bawić,zabiłeś,0.88132083,V;PST;2;SG;MASC
bawić,drylują,0.92341936,V;PRS;3;PL
bawić,będziecie tajały,0.8959896,V;FUT;2;PL
bawić,trzaskam,0.9200909,V;PRS;1;SG
bawić,wyprasowali,0.9012657,V;PST;3;PL;MASC;HUM
bawić,wyłudzają,0.94431293,V;PRS;3;PL
bawić,będą wytryskiwali,0.90347666,V;FUT;3;PL;MASC;HUM
bawić,znajdowałyśmy,0.8876986,V;PST;1;PL
bawić,wynajmiemy,0.9252941,V;FUT;1;PL
bawić,nosiłyście,0.9027215,V;PST;2;PL
bawić się,będzie dźwigał,0.8102354,V;FUT;3;SG;MASC
bawić się,poroniłem,0.8989673,V;PST;1;SG;MASC
bawić się,będziemy przesadzały,0.887358,V;FUT;1;PL
bawić się,będzie gnił,0.91926605,V;FUT;3;SG;MASC
bawić się,liniał,0.90114355,V;PST;3;SG;MASC
bawić się,zapaliłeś,0.9088488,V;PST;2;SG;MASC
bawić się,obiecywałyśmy,0.90719503,V;PST;1;PL
bawić się,będą ubóstwiały,0.90696,V;FUT;3;PL
bawić się,zapłaciła,0.8696063,V;PST;3;SG;FEM
bawić się,obserwowałam,0.8709232,V;PST;1;SG;FEM
bawić się,zakazałem,0.9173138,V;PST;1;SG;MASC
bawić się,ziewało,0.9085098,V;PST;3;SG;NEUT
bawić się,będziemy znali,0.90990543,V;FUT;1;PL;MASC;HUM
bawić się,grzeszyłam,0.9431651,V;PST;1;SG;FEM
bawić się,będą żartowali,0.924049,V;FUT;3;PL;MASC;HUM
bawić się,będzie rozwijała,0.83199114,V;FUT;3;SG;FEM
bawić się,będziesz wierzył,0.9105042,V;FUT;2;SG;MASC
bawić się,będziemy żyły,0.9092886,V;FUT;1;PL
bawić się,obaliło,0.9189482,V;PST;3;SG;NEUT
bawić się,będziesz gaworzyła,0.8980122,V;FUT;2;SG;FEM
bawić się,składałyście,0.8838177,V;PST;2;PL
bawić się,zachodziło,0.88521874,V;PST;3;SG;NEUT
bawić się,podniesiemy,0.89777476,V;FUT;1;PL
bawić się,zaprzeczyły,0.9153813,V;PST;3;PL
bawić się,pokazała,0.8718902,V;PST;3;SG;FEM
bawić się,będziecie wołali,0.9352098,V;FUT;2;PL;MASC;HUM
bawić się,badałeś,0.9139172,V;PST;2;SG;MASC
bawić się,będzie kradła,0.7472176,V;FUT;3;SG;FEM
bawić się,trąciłyśmy,0.89330804,V;PST;1;PL
bawić się,śledziliśmy,0.8924782,V;PST;1;PL;MASC;HUM
bawić się,będę kipiała,0.9191198,V;FUT;1;SG;FEM
bawić się,dobyło,0.9129395,V;PST;3;SG;NEUT
bębnić,zapierdalałeś,0.9577668,V;PST;2;SG;MASC
bębnić,będziesz mieszał,0.8870632,V;FUT;2;SG;MASC
bębnić,cieką,0.9097922,V;PRS;3;PL
bębnić,będziecie powtarzały,0.87526804,V;FUT;2;PL
bębnić,siadacie,0.920552,V;PRS;2;PL
bębnić,będziemy biegały,0.8729045,V;FUT;1;PL
bębnić,będziesz gorzała,0.93017197,V;FUT;2;SG;FEM
bębnić,opierdoliła,0.9249624,V;PST;3;SG;FEM
bębnić,gadało,0.9227557,V;PST;3;SG;NEUT
bębnić,pokrywaliście,0.9016708,V;PST;2;PL;MASC;HUM
bębnić,płynęliście,0.9039765,V;PST;2;PL;MASC;HUM
bębnić,zrozumiałyśmy,0.87436646,V;PST;1;PL
bębnić,mądrzyłeś,0.8863064,V;PST;2;SG;MASC
bębnić,abonujemy,0.9360889,V;PRS;1;PL
bębnić,sterczyłam,0.93581593,V;PST;1;SG;FEM
bębnić,bawi,0.93915546,V;PRS;3;SG
bębnić,będą śpieszyły,0.85203165,V;FUT;3;PL
bębnić,będę słuchała,0.8890075,V;FUT;1;SG;FEM
bębnić,opuszczała,0.8879392,V;PST;3;SG;FEM
bębnić,bankrutowałem,0.9254962,V;PST;1;SG;MASC
bębnić,zburzyłaś,0.8975846,V;PST;2;SG;FEM
bębnić,będziecie unikali,0.8761537,V;FUT;2;PL;MASC;HUM
bębnić,poronił,0.91668963,V;PST;3;SG;MASC
bębnić,okradałam,0.9598688,V;PST;1;SG;FEM
bębnić,będzie dźwigała,0.8664559,V;FUT;3;SG;FEM
bębnić,zaiwanimy,0.9079561,V;FUT;1;PL
bębnić,przeprowadzam,0.9094666,V;PRS;1;SG
bębnić,otrzymałaś,0.9082786,V;PST;2;SG;FEM
bębnić,przynosicie,0.9104623,V;PRS;2;PL
bębnić,złamałeś,0.9609042,V;PST;2;SG;MASC
bębnić,wyhaftujemy,0.89976645,V;FUT;1;PL
bębnić,będziesz gaworzył,0.8937324,V;FUT;2;SG;MASC
bełtać,otrzymujemy,0.77427506,V;PRS;1;PL
bełtać,przyjmowałeś,0.8698226,V;PST;2;SG;MASC
bełtać,gaworzyło,0.9302512,V;PST;3;SG;NEUT
bełtać,będziemy badali,0.85797423,V;FUT;1;PL;MASC;HUM
bełtać,będziesz poprzedzał,0.85334617,V;FUT;2;SG;MASC
bełtać,pochodziłyście,0.8906807,V;PST;2;PL
bełtać,spał,0.9045838,V;PST;3;SG;MASC
bełtać,będzie rozsadzała,0.85469794,V;FUT;3;SG;FEM
bełtać,połknęliście,0.89819884,V;PST;2;PL;MASC;HUM
bełtać,przypomnieli,0.90870434,V;PST;3;PL;MASC;HUM
bełtać,piszczała,0.8972601,V;PST;3;SG;FEM
bełtać,lezę,0.93694824,V;PRS;1;SG
bełtać,będziesz wybierała,0.82518655,V;FUT;2;SG;FEM
bełtać,będę sarkała,0.8842406,V;FUT;1;SG;FEM
bełtać,podkradałyśmy,0.8618036,V;PST;1;PL
bełtać,połykało,0.93156815,V;PST;3;SG;NEUT
bełtać,bankrutowała,0.8907828,V;PST;3;SG;FEM
bełtać,wynajmą,0.87213933,V;FUT;3;PL
bełtać,olałeś,0.9658563,V;PST;2;SG;MASC
bełtać,płaciła,0.8947019,V;PST;3;SG;FEM
bełtać,zmyślą,0.89689946,V;FUT;3;PL
bełtać,będą lizali,0.85334694,V;FUT;3;PL;MASC;HUM
bełtać,będzie rozmyślał,0.78345597,V;FUT;3;SG;MASC
bełtać,będziemy dźwigali,0.8545267,V;FUT;1;PL;MASC;HUM
bełtać,obiecamy,0.9040329,V;FUT;1;PL
bełtać,goliłam,0.9464561,V;PST;1;SG;FEM
bełtać,czułem,0.8805997,V;PST;1;SG;MASC
bełtać,medytuje,0.88203937,V;PRS;3;SG
bełtać,składali,0.912616,V;PST;3;PL;MASC;HUM
bełtać,zamówimy,0.8778311,V;FUT;1;PL
bełtać,drażnimy,0.92320406,V;PRS;1;PL
bełtać,będzie żuł,0.8503322,V;FUT;3;SG;MASC
betonować,życzyły,0.85933375,V;PST;3;PL
betonować,będą zabijały,0.8300361,V;FUT;3;PL
betonować,będą konfigurowały,0.86483115,V;FUT;3;PL
betonować,będą strzelały,0.8495729,V;FUT;3;PL
betonować,tęsknicie,0.85388577,V;PRS;2;PL
betonować,będziecie czyścili,0.81767786,V;FUT;2;PL;MASC;HUM
betonować,skłamiesz,0.87095565,V;FUT;2;SG
betonować,odbuduje,0.89971036,V;FUT;3;SG
betonować,zbędziecie,0.89316857,V;FUT;2;PL
betonować,będziemy rozwijały,0.84123933,V;FUT;1;PL
betonować,lękali,0.84443706,V;PST;3;PL;MASC;HUM
betonować,będą kimali,0.8328009,V;FUT;3;PL;MASC;HUM
betonować,będziecie płynęli,0.8294756,V;FUT;2;PL;MASC;HUM
betonować,mulczujemy,0.8620477,V;PRS;1;PL
betonować,będą imponowały,0.8707863,V;FUT;3;PL
betonować,będzie odkrywała,0.82019997,V;FUT;3;SG;FEM
betonować,lutowaliście,0.8452015,V;PST;2;PL;MASC;HUM
betonować,zakochamy,0.85612875,V;FUT;1;PL
betonować,będzie posiadało,0.80692494,V;FUT;3;SG;NEUT
betonować,odbiorą,0.88942003,V;FUT;3;PL
betonować,kucali,0.83432615,V;PST;3;PL;MASC;HUM
betonować,będzie liniała,0.75208086,V;FUT;3;SG;FEM
betonować,będziecie doceniali,0.8703211,V;FUT;2;PL;MASC;HUM
betonować,skrzypią,0.88198406,V;PRS;3;PL
betonować,włączałyście,0.83507645,V;PST;2;PL
betonować,będzie rżał,0.8129243,V;FUT;3;SG;MASC
betonować,będziemy płaciły,0.82008517,V;FUT;1;PL
betonować,oszukały,0.8738011,V;PST;3;PL
betonować,plułeś,0.8319953,V;PST;2;SG;MASC
betonować,rozmyło,0.86917794,V;PST;3;SG;NEUT
betonować,będzie ładowała,0.78591686,V;FUT;3;SG;FEM
betonować,diagnozujemy,0.9027814,V;PRS;1;PL
biegać,pożądała,0.87100434,V;PST;3;SG;FEM
biegać,dręczyłyście,0.9166627,V;PST;2;PL
biegać,wracali,0.89674526,V;PST;3;PL;MASC;HUM
biegać,przekomarzałyście,0.9009479,V;PST;2;PL
biegać,będziecie kosili,0.9098958,V;FUT;2;PL;MASC;HUM
biegać,należeli,0.8396334,V;PST;3;PL;MASC;HUM
biegać,gryzłaś,0.922119,V;PST;2;SG;FEM
biegać,będę pełzał,0.8920741,V;FUT;1;SG;MASC
biegać,przeprowadzacie,0.9420887,V;PRS;2;PL
biegać,miauczaliście,0.9150525,V;PST;2;PL;MASC;HUM
biegać,będę kucał,0.884881,V;FUT;1;SG;MASC
biegać,będziemy nadużywali,0.87620926,V;FUT;1;PL;MASC;HUM
biegać,nazywa,0.8636228,V;PRS;3;SG
biegać,tyłaś,0.9422759,V;PST;2;SG;FEM
biegać,będę przypuszczał,0.8687371,V;FUT;1;SG;MASC
biegać,będę wiosłowała,0.8512598,V;FUT;1;SG;FEM
biegać,będziemy filmowały,0.8648071,V;FUT;1;PL
biegać,modlę,0.9133094,V;PRS;1;SG
biegać,sprawdziłaś,0.8849445,V;PST;2;SG;FEM
biegać,bębniła,0.92801833,V;PST;3;SG;FEM
biegać,telefonowali,0.90289444,V;PST;3;PL;MASC;HUM
biegać,będzie kręcił,0.86676097,V;FUT;3;SG;MASC
biegać,małpuje,0.93836147,V;PRS;3;SG
biegać,uciekałam,0.8909287,V;PST;1;SG;FEM
biegać,pobierze,0.9373056,V;FUT;3;SG
biegać,będą doprowadzali,0.8432758,V;FUT;3;PL;MASC;HUM
biegać,przepije,0.9471871,V;FUT;3;SG
biegać,plujecie,0.8885381,V;PRS;2;PL
biegać,pozwalali,0.88791996,V;PST;3;PL;MASC;HUM
biegać,wymusiłyście,0.86927027,V;PST;2;PL
biegać,będziesz pędziła,0.851455,V;FUT;2;SG;FEM
biegać,będę pozostawał,0.86312383,V;FUT;1;SG;MASC
błądzić,będziemy refowali,0.9105058,V;FUT;1;PL;MASC;HUM
błądzić,będziemy przypominały,0.8280316,V;FUT;1;PL
błądzić,rozsadzała,0.9341621,V;PST;3;SG;FEM
błądzić,pokrywały,0.9208982,V;PST;3;PL
błądzić,będziemy wspominały,0.8503092,V;FUT;1;PL
błądzić,będzie sterczyło,0.8714185,V;FUT;3;SG;NEUT
błądzić,będziemy więźli,0.89987344,V;FUT;1;PL;MASC;HUM
błądzić,będziecie bronili,0.9129196,V;FUT;2;PL;MASC;HUM
błądzić,smutali,0.90598685,V;PST;3;PL;MASC;HUM
błądzić,będę ćpał,0.9336731,V;FUT;1;SG;MASC
błądzić,kimasz,0.9390663,V;PRS;2;SG
błądzić,siały,0.9186088,V;PST;3;PL
błądzić,drażnię,0.902636,V;PRS;1;SG
błądzić,łudziły,0.9381491,V;PST;3;PL
błądzić,dupczymy,0.9258133,V;PRS;1;PL
błądzić,będą dokonywały,0.8822123,V;FUT;3;PL
błądzić,eksportujemy,0.9157515,V;PRS;1;PL
błądzić,denerwujecie,0.91987824,V;PRS;2;PL
błądzić,obciążaliśmy,0.9255286,V;PST;1;PL;MASC;HUM
błądzić,będzie panowało,0.8762327,V;FUT;3;SG;NEUT
błądzić,słynęłyśmy,0.87440354,V;PST;1;PL
błądzić,kroi,0.91457,V;PRS;3;SG
błądzić,będziecie ryczały,0.9297164,V;FUT;2;PL
błądzić,sarkaliście,0.89800256,V;PST;2;PL;MASC;HUM
błądzić,będę chrzciła,0.89865905,V;FUT;1;SG;FEM
błądzić,będziecie mordowali,0.90916896,V;FUT;2;PL;MASC;HUM
błądzić,wracałem,0.8486803,V;PST;1;SG;MASC
błądzić,będą pełzali,0.9199025,V;FUT;3;PL;MASC;HUM
błądzić,będzie pokazywało,0.8754881,V;FUT;3;SG;NEUT
błądzić,zaciążyłyśmy,0.88259715,V;PST;1;PL
błądzić,przeprosiłam,0.9511126,V;PST;1;SG;FEM
błądzić,będzie pamiętała,0.8789527,V;FUT;3;SG;FEM
